Species	Collection/Museum No.	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15
Dicanthopyge quadrata	USGS 2492-CO	7.081	2.1	7.052	2.824	7.037	3.779	6.95	7.283	6.892	7.935	4.648	3.243	NA	NA	4.72	4.387	9.166	4.532	4.489	6.646	NA	NA	5.444	6.994	8.398	6.994	5.415	7.53	8.369	7.631
Dicanthopyge quadrata	USGS 2492-CO	21.667	2.25	21.667	3.273	21.652	4.178	21.564	8.357	21.535	9.087	18.526	3.711	24.486	3.653	NA	NA	24.063	4.894	18.905	7.13	NA	NA	NA	NA	23.303	7.904	19.767	8.576	23.303	8.518
Dicanthopyge quadrata	USGS 2492-CO	8.811	2.151	8.752	3.241	8.677	3.988	8.572	8.154	8.528	8.946	5.511	3.554	NA	NA	NA	NA	10.962	4.973	5.989	6.735	11.022	6.959	6.78	7.617	NA	NA	6.691	8.483	NA	NA
Dicanthopyge quadrata	USGS 2492-CO	8.729	7.294	8.729	8.428	8.658	9.835	8.6	14.099	8.557	15.09	4.968	9.031	12.362	9.519	5.341	10.625	NA	NA	5.327	13.166	NA	NA	NA	NA	10.438	13.783	6.432	14.717	NA	NA
Dicanthopyge quadrata	USGS 2492-CO	14.951	3.898	14.922	4.77	14.762	5.992	14.428	10.006	14.384	10.763	11.941	5.178	17.656	5.439	12.217	6.588	17.147	6.879	11.693	9.017	17.206	9.41	12.726	9.599	16.158	9.846	12.712	10.254	NA	NA
Dicanthopyge quadrata	USGS 2492-CO	10.97	3.637	11.014	4.285	11.043	5.05	11.279	7.907	11.338	8.569	NA	NA	13.09	4.506	9.217	5.757	NA	NA	9.158	7.745	NA	NA	10.027	7.892	NA	NA	NA	NA	12.574	8.039
Dicanthopyge quadrata	USGS 2492-CO	12.916	3.222	12.931	3.899	12.901	4.892	12.766	7.888	12.72	8.581	10.508	4.305	NA	NA	NA	NA	14.813	5.555	NA	NA	15.054	7.542	11.351	7.753	14.06	7.738	NA	NA	14	8.385
Dicanthopyge quadrata	USGS 2492-CO	12.564	2.225	12.549	2.967	12.504	3.784	12.474	6.903	12.459	7.584	NA	NA	14.835	3.512	10.309	4.314	14.623	4.435	NA	NA	14.593	6.237	10.96	6.706	NA	NA	10.96	7.221	NA	NA
Dicanthopyge quadrata	USGS 2492-CO	5.647	1.582	5.619	1.987	5.577	2.533	5.444	4.437	5.423	4.906	4.157	2.323	NA	NA	4.339	2.82	6.69	2.904	4.206	4.129	NA	NA	4.647	4.318	6.242	4.437	NA	NA	6.249	4.703
Dicanthopyge quadrata	USGS 2493-CO	23.583	4.157	23.689	5.408	23.752	6.68	24.07	11.558	24.219	12.534	20.147	5.938	27.357	5.79	20.91	7.783	26.721	7.571	NA	NA	27.018	9.649	21.971	11.197	26.043	10.922	NA	NA	26.212	11.77
Dicanthopyge quadrata	USGS 2493-CO	7.677	3.115	7.643	3.83	7.575	4.8	7.49	7.847	7.507	8.443	5.328	4.341	10.009	4.409	5.498	5.396	NA	NA	5.209	7.268	9.856	7.388	6.077	7.643	8.852	7.694	NA	NA	8.903	8.324
Dicanthopyge quadrata	USGS 2493-CO	21.376	5.789	21.26	6.904	21.193	8.351	21.043	13.108	21.043	14.19	NA	NA	24.703	7.669	18.032	9.282	24.171	9.415	NA	NA	24.354	11.811	18.881	12.742	23.223	12.776	18.648	13.774	23.123	13.84
Dicanthopyge quadrata	USGS 2493-CO	5.612	2.218	5.612	2.899	5.612	3.541	5.612	6.387	5.585	6.934	3.661	3.247	7.456	3.046	NA	NA	7.202	4.022	3.768	5.585	7.375	5.518	4.409	6.2	6.734	6.079	NA	NA	6.788	6.6
Dicanthopyge quadrata	USGS 2493-CO	11.807	3.253	11.828	3.727	11.849	4.282	11.91	6.599	11.941	7.103	10.027	4.118	NA	NA	10.346	4.756	NA	NA	10.253	6.259	NA	NA	10.84	6.516	12.899	6.465	NA	NA	12.93	6.928
Dicanthopyge quadrata	USGS 2493-CO	6.558	2.8	6.589	3.241	6.589	3.789	6.68	5.934	6.71	6.345	4.96	3.682	8.095	3.515	5.234	4.245	7.882	4.093	NA	NA	8.019	5.539	5.706	5.813	7.547	5.706	5.721	6.223	NA	NA
Dicanthopyge quadrata	USGS 2494-CO	5.402	1.535	5.382	1.889	5.327	2.701	5.218	5.089	5.164	5.607	NA	NA	6.985	2.258	NA	NA	6.794	3.199	3.479	4.522	6.883	4.727	4.161	4.939	6.235	5.034	4.12	5.293	6.248	5.327
Dicanthopyge quadrata	USGS 2494-CO	3.261	0.725	3.244	1.198	3.183	1.886	2.992	3.878	2.952	4.453	1.634	1.389	4.824	1.556	1.808	2.138	4.477	2.281	1.532	3.442	4.453	3.52	2.083	3.67	3.925	3.813	2.043	4.13	3.891	4.238
Dicanthopyge quadrata	USGS 2495-CO	6.342	3.415	6.442	4.378	6.492	5.229	6.554	8.718	6.454	9.557	3.728	4.703	NA	NA	4.416	5.967	8.593	6.004	4.165	8.005	NA	NA	5.003	8.406	NA	NA	5.003	9.131	NA	NA
Dicanthopyge quadrata	DR02	21.339	12.709	21.407	13.806	21.434	15.093	21.664	19.293	21.759	20.458	18.142	14.334	NA	NA	18.467	16.191	NA	NA	18.331	18.331	NA	NA	19.794	19.09	23.398	18.982	19.74	19.984	23.371	19.984
Dicanthopyge quadrata	DR02	27.322	14.41	27.279	15.297	27.264	16.606	26.755	21.55	26.581	22.466	23.542	15.908	NA	NA	23.76	17.595	NA	NA	23.338	19.776	NA	NA	24.472	20.779	NA	NA	24.458	21.768	NA	NA
Dicanthopyge quadrata	DR02	29.694	13.858	29.723	14.484	29.782	15.312	29.941	18.25	30.058	19.021	NA	NA	31.992	14.876	NA	NA	31.774	15.778	NA	NA	32.094	17.145	28.502	18.221	31.236	18.061	28.647	18.744	31.265	18.599
Dicanthopyge quadrata	DR02	13.189	7.234	13.189	7.662	13.189	8.16	13.227	10.234	13.219	10.64	11.704	8.037	NA	NA	11.842	8.665	14.505	8.611	11.75	9.981	14.651	9.89	12.301	10.142	14.084	10.089	12.316	10.456	14.069	10.387
Dicanthopyge quadrata	DR02	15.829	7.294	15.874	8.209	15.965	9.142	16.11	13.51	16.183	14.47	12.667	9.034	NA	NA	13.002	10.157	NA	NA	12.64	12.767	NA	NA	14.207	13.356	17.85	13.138	NA	NA	17.786	13.872
Housia ovata	USGS 2552-CO	32.214	19.036	32.198	20.253	32.036	21.909	31.776	27.524	31.678	28.903	28.563	21.487	NA	NA	29.699	23.158	NA	NA	29.845	25.025	NA	NA	29.812	27.102	NA	NA	29.828	27.897	NA	NA
Housia ovata	USGS 2554-CO	37.579	23.008	37.601	24.472	37.601	25.978	37.321	32.198	37.213	33.963	33.963	25.289	40.829	25.268	NA	NA	39.731	27.162	NA	NA	39.904	29.336	33.942	31.66	NA	NA	34.221	33.188	NA	NA
Housia ovata	USGS 2554-CO	27.809	10.663	27.842	11.683	27.925	12.983	28.155	18.348	28.139	19.483	24.897	12.506	NA	NA	25.868	14.234	29.932	14.119	25.703	16.027	30.327	15.665	25.654	17.887	30.492	17.755	25.818	18.808	NA	NA
Housia ovata	USGS 2554-CO	17.239	7.384	17.19	8.066	17.101	8.877	16.795	12.267	16.716	12.959	15.223	8.294	NA	NA	NA	NA	18.198	9.519	NA	NA	18.327	10.844	15.223	11.803	18.337	12.119	15.302	12.317	18.228	12.495
Housia ovata	USNM 136865	17.207	7.996	17.156	8.844	17.156	9.577	17.07	12.803	17.063	13.557	15.504	9.002	18.643	9.081	15.921	10.087	18.327	10.137	NA	NA	18.428	11.164	15.561	12.3	18.593	12.494	15.576	12.975	NA	NA
Housia ovata	USNM 141678	30.874	9.656	30.874	13.101	30.978	16.729	31.135	29.412	31.161	31.735	NA	NA	37.816	13.806	26.306	19.73	35.675	19.808	25.654	23.697	NA	NA	25.158	27.898	36.772	27.872	NA	NA	37.659	30.299
Housia vacuna	USNM 23862a	36.033	23.422	36.008	26.082	36.033	29.383	36.156	39.579	36.156	41.919	30.196	27.511	41.229	27.117	NA	NA	39.949	31.279	30.984	35.245	40.663	35.023	30.614	38.446	41.229	38.299	30.319	40.023	41.55	39.826
Parahousia constricta	USGS 2554-CO	6.128	2.248	6.106	2.709	6.099	3.046	6.048	5.023	6.011	5.528	4.979	2.834	7.205	2.892	5.059	3.361	7.088	3.434	4.891	4.239	7.146	4.276	5.089	4.876	6.934	4.906	5.089	5.191	6.912	5.169
Parahousia constricta	USGS 2554-CO	5.139	2.558	5.124	2.95	5.131	3.204	5.12	4.78	5.124	5.116	4.205	2.995	5.975	3.018	4.31	3.44	5.897	3.44	4.243	4.142	NA	NA	4.362	4.661	5.834	4.646	4.373	4.848	NA	NA
Parahousia constricta	USGS 2302-CO	17.245	8.763	17.255	9.636	17.236	10.13	17.313	12.941	17.284	13.601	NA	NA	18.738	9.907	15.782	10.683	18.661	10.692	NA	NA	18.835	11.962	NA	NA	18.554	12.757	NA	NA	18.554	13.252
Parahousia constricta	USGS 2312-CO	23.77	14.257	23.797	14.863	23.784	15.254	23.838	17.518	23.838	18.07	22.436	15.133	25.131	15.133	22.49	15.672	25.023	15.658	22.423	16.736	25.05	16.736	22.733	17.343	24.862	17.356	22.692	17.706	24.821	17.733
Parahousia constricta	USNM 136870	14.913	7.277	14.913	8.39	14.913	8.756	14.852	12.306	14.825	13.148	12.87	8.553	16.78	8.539	13.06	9.354	16.678	9.517	12.89	10.67	16.773	10.704	13.033	11.947	16.583	11.987	12.944	12.49	16.596	12.503
Parahousia subequalis	USGS 2425-CO	20.71	11.139	20.673	12.193	20.686	12.867	20.686	15.87	20.575	16.507	NA	NA	22.462	12.475	NA	NA	22.364	13.321	NA	NA	22.597	14.791	NA	NA	22.242	15.624	NA	NA	22.291	16.078
Parahousia subequalis	USNM 141679	17.267	8.284	17.252	9.469	17.296	10.254	17.259	13.342	17.303	13.975	14.992	9.68	19.512	9.643	15.384	10.741	19.207	10.668	15.275	12.209	19.301	12.1	15.711	12.986	18.88	12.994	NA	NA	18.923	13.509
Prehousia alata	USGS 1197-CO	14.691	3.866	14.833	4.841	15.071	6.53	15.499	12.074	15.559	13.287	11.027	5.674	18.711	5.603	NA	NA	18.283	7.53	NA	NA	18.711	9.147	12.621	11.146	17.926	11.051	12.668	12.597	18.021	12.478
Prehousia alata	USGS 1441-CO	17.19	5.867	17.313	7.036	17.374	9.005	17.908	16.759	17.949	18.605	NA	NA	21.538	7.323	NA	NA	21.067	10.174	13.415	13.764	NA	NA	14.133	16.246	NA	NA	14.236	17.744	NA	NA
Prehousia alata	USGS 1441-CO	6.386	1.988	6.484	3.046	6.543	4.77	6.719	10.314	6.837	11.764	3.017	3.987	10.01	3.889	3.428	6.181	NA	NA	3.35	8.1	NA	NA	NA	NA	9.442	9.785	NA	NA	9.188	10.804
Prehousia alata	USGS 1441-CO	8.402	6.202	8.351	7.343	8.32	8.524	8.086	14.074	8.096	15.428	NA	NA	11.64	8.096	5.408	9.664	NA	NA	NA	NA	11.375	12.068	NA	NA	10.561	13.595	NA	NA	10.367	14.695
Prehousia alata	USGS 1441-CO	6.294	2.875	6.269	3.776	6.244	4.813	6.146	9.058	6.096	10.132	3.949	4.146	8.614	4.455	4.282	5.405	8.12	5.701	NA	NA	8.564	7.318	4.257	8.441	8.058	8.663	NA	NA	8.046	9.404
Prehousia alata	USGS 1441-CO	6.192	5.594	6.216	6.241	6.18	7.132	6.082	10.332	6.045	11.15	NA	NA	8.109	6.705	4.446	7.743	NA	NA	4.165	9.05	NA	NA	4.555	10.088	NA	NA	4.568	10.686	NA	NA
Prehousia alata	USGS 1441-CO	3.171	1.119	3.136	1.461	3.107	1.789	3	3.706	2.993	4.29	1.995	1.767	4.119	1.803	2.145	2.074	NA	NA	1.946	2.9	NA	NA	2.145	3.449	3.877	3.471	2.074	3.912	3.87	3.884
Prehousia alata	USGS 1441-CO	13.869	3.077	13.891	3.608	13.869	4.339	13.902	7.516	13.946	8.39	NA	NA	15.773	4.073	NA	NA	15.441	4.959	NA	NA	15.717	6.143	12.264	7.184	15.441	7.161	NA	NA	15.297	8.014
Prehousia alata	USGS 2313-CO	13.576	2.687	13.539	3.416	13.436	4.329	13.304	7.694	13.333	8.452	NA	NA	15.814	4.005	11.492	4.911	15.313	4.896	11.198	6.03	NA	NA	11.699	7.119	NA	NA	11.728	7.767	NA	NA
Prehousia alata	USGS 2313-CO	4.937	1.59	4.937	2.071	4.93	2.477	4.91	4.845	4.93	5.454	NA	NA	6.338	2.402	3.556	2.937	NA	NA	3.543	3.844	6.297	3.878	NA	NA	5.959	4.696	NA	NA	5.918	5.13
Prehousia alata	USGS 2313-CO	5.266	2.888	5.259	3.184	5.262	3.389	5.273	4.796	5.28	5.113	NA	NA	6.041	3.333	4.543	3.615	NA	NA	4.456	4.195	6.114	4.223	4.626	4.626	5.87	4.63	4.609	4.894	5.863	4.883
Prehousia alata	USGS 2313-CO	9.589	6.59	9.613	7.302	9.625	8.404	9.696	12.339	9.755	13.216	7.325	8.06	NA	NA	7.633	9.186	11.616	8.819	7.432	10.668	11.806	10.194	NA	NA	11.296	11.628	NA	NA	11.355	12.493
Prehousia alata	USGS 2313-CO	13.23	6.119	13.254	6.978	13.23	8.054	12.964	12.02	12.915	12.939	10.473	7.413	NA	NA	10.884	8.659	15.237	8.441	10.666	10.122	NA	NA	11.174	11.488	14.85	11.355	NA	NA	14.741	12.262
Prehousia alata	OR38	20.031	5.275	20.073	6.902	20.01	8.953	20.031	16.458	20.01	18.339	15.274	7.79	25.147	7.875	15.908	10.391	23.921	10.306	15.38	12.78	24.491	12.695	16.31	16.099	23.625	16.077	16.331	17.367	NA	NA
Prehousia alata	ICS-1390	26.93	17.715	26.981	18.396	26.998	19.231	27.134	22.671	27.151	23.421	24.8	18.924	NA	NA	25.073	19.844	28.82	19.81	24.903	21.206	29.076	21.07	NA	NA	28.684	22.297	NA	NA	28.684	22.756
Prehousia alata	ICS-1390	6.165	1.31	6.165	1.629	6.143	2.119	5.99	4.391	5.935	4.947	4.888	1.882	NA	NA	4.985	2.431	NA	NA	4.762	3.3	NA	NA	4.999	4.064	6.974	4.19	4.97	4.413	6.944	4.532
Prehousia alata	ICS-1390	5.514	3.235	5.514	3.535	5.507	3.886	5.435	5.632	5.442	6.076	4.397	3.786	6.566	3.793	4.49	4.201	6.444	4.179	4.376	4.845	6.559	4.888	4.641	5.467	6.251	5.496	4.634	5.746	6.215	5.775
Prehousia alata	PR53	24.577	10.267	24.633	11.017	24.744	12.532	24.799	17.533	24.841	18.589	21.576	11.726	NA	NA	22.062	13.49	NA	NA	21.757	15.324	NA	NA	22.535	17.019	NA	NA	22.618	17.964	NA	NA
Prehousia alata	PR49	18.18	7.708	18.141	8.603	17.966	10.024	17.635	15.143	17.557	16.233	NA	NA	21.061	9.44	15.104	10.744	20.496	11.114	14.754	12.438	20.73	12.769	NA	NA	19.971	14.598	NA	NA	19.902	15.747
Prehousia alata	PR51	17.926	11.719	17.914	12.535	17.914	13.496	17.902	17.638	17.854	18.563	15.213	13.136	20.544	13.124	15.585	14.3	20.04	14.312	15.321	15.753	20.328	15.693	15.837	17.338	19.859	17.23	15.885	18.07	19.811	17.974
Prehousia alata	DR07	10.074	2.893	10.167	4.141	10.273	6.026	10.658	12.078	10.884	13.565	5.76	5.442	14.494	5.097	6.61	7.565	13.777	7.088	6.557	9.636	NA	NA	7.804	11.866	13.432	11.255	NA	NA	13.366	12.675
Prehousia alata	DR07	14.487	4.709	14.487	5.183	14.478	5.842	14.46	8.179	14.452	8.733	12.765	5.579	16.042	5.614	13.072	6.22	15.796	6.246	12.914	7.239	15.928	7.292	13.362	7.836	15.453	7.951	13.336	8.328	15.409	8.416
Prehousia alata	DR07	13.277	5.162	13.315	6.194	13.258	7.781	13.201	12.579	13.239	13.86	9.511	6.806	NA	NA	10.237	8.488	16.087	8.794	9.931	10.247	16.393	10.534	10.868	12.063	15.399	12.235	10.849	13.124	NA	NA
Prehousia alata	DR07	6.621	2.627	6.645	3.683	6.621	4.99	6.633	9.956	6.669	11.012	NA	NA	10.076	4.27	NA	NA	9.5	5.938	NA	NA	9.896	7.905	NA	NA	8.973	9.728	NA	NA	8.853	10.496
Prehousia diverta	USGS 3001-CO	7.295	3.074	7.268	3.934	7.227	5.068	7.158	9.727	7.145	10.806	4.358	4.795	10.041	5.027	4.713	6.038	9.576	6.229	4.344	7.705	NA	NA	5.219	9.276	8.962	9.303	5.109	10.273	9.03	10.177
Prehousia diverta	USGS 3002-CO	14.017	4.98	13.91	7.015	13.91	9.344	13.722	17.189	13.776	18.876	8.447	8.381	18.675	8.97	9.385	10.817	17.939	11.192	8.862	13.923	NA	NA	10.402	16.654	16.855	16.708	10.295	18.073	16.694	18.381
Prehousia diverta	USGS 3002-CO	18.752	3.183	18.833	5.778	18.913	8.052	19.234	17.348	19.368	19.261	NA	NA	25.079	7.865	13.536	10.032	24.129	10.353	13.242	12.814	24.611	13.509	15.114	16.051	NA	NA	15.114	17.602	NA	NA
Prehousia diverta	PR14	19.562	10.61	19.491	11.146	19.419	11.861	19.288	14.818	19.229	15.474	17.536	11.647	NA	NA	17.774	12.41	20.874	12.577	17.524	13.459	NA	NA	18.06	14.484	20.445	14.46	18.06	14.937	20.373	15.021
Prehousia diverta	ICS-1300	21.457	9.827	21.469	10.562	21.513	11.486	21.736	15.047	21.736	15.893	NA	NA	23.839	11.185	19.499	12.209	23.639	12.109	19.332	13.645	23.995	13.656	20.089	14.68	23.272	14.58	20.055	15.425	23.372	15.37
Prehousia diverta	DR11	27.196	7.533	27.166	9.824	27.046	12.789	27.316	23.422	27.421	25.698	19.648	11.561	34.564	11.322	20.217	15.455	NA	NA	19.798	17.791	NA	NA	NA	NA	31.898	22.044	22.344	23.812	NA	NA
Prehousia diverta	DR13	29.447	10.823	29.385	12.343	29.197	13.988	29.072	20.237	28.915	21.757	24.2	13.283	33.927	13.455	24.968	15.711	33.175	15.711	24.654	17.105	33.41	17.12	26.205	19.501	31.828	19.485	NA	NA	31.719	20.785
Prehousia diverta	DR13	18.819	10.576	18.912	11.285	18.985	11.962	19.444	14.796	19.558	15.359	16.932	12.004	21.007	11.379	17.224	12.775	20.923	12.16	17.235	13.692	21.142	13.098	18.079	14.64	NA	NA	18.214	15.151	NA	NA
Prehousia diverta	DR13	29.663	15.027	29.757	16.391	29.804	17.77	29.961	22.956	29.992	24.022	NA	NA	33.267	17.002	26.607	18.945	32.954	18.663	26.404	20.543	33.33	20.308	27.375	22.533	32.374	22.314	27.454	23.285	32.248	23.16
Prehousia diverta	DR13	30.087	14.881	30.022	15.757	29.974	16.827	29.666	20.571	29.568	21.366	27.299	16.34	NA	NA	NA	NA	32.243	17.54	NA	NA	32.34	18.869	NA	NA	31.368	20.199	NA	NA	31.303	20.766
Prehousia diverta	DR14	31.514	13.412	31.482	14.597	31.482	16.069	31.402	20.871	31.354	22.055	27.785	15.205	34.875	15.269	28.185	16.917	34.587	16.965	27.929	18.454	34.843	18.47	29.065	20.23	33.675	20.246	29.097	21.175	33.547	21.191
Prehousia diverta	DR14	28.32	11.782	28.335	13.63	28.26	16.356	28.108	24.867	27.987	26.654	NA	NA	34.318	15.205	22.717	18.143	33.53	18.204	22.263	20.445	NA	NA	24.08	23.928	32.016	23.868	NA	NA	32.016	25.352
Prehousia diverta	DR14	34.436	17.122	34.494	18.526	34.513	20.2	34.436	26.125	34.436	27.472	30.012	19.7	NA	NA	30.473	21.393	38.457	21.527	30.146	23.105	38.784	23.432	31.551	25.51	37.168	25.568	31.57	26.529	37.149	26.741
Prehousia diverta	USGS 3026-CO	5.837	1.421	5.837	2.15	5.847	2.81	5.847	5.331	5.797	5.883	4.074	2.623	7.57	2.672	NA	NA	7.235	3.352	4.133	4.445	7.413	4.455	NA	NA	6.881	5.105	4.773	5.597	6.802	5.538
Prehousia diverta	USGS 3026-CO	4.779	1.559	4.772	2.066	4.726	2.553	4.612	4.402	4.586	4.742	3.458	2.279	5.927	2.466	3.638	2.78	5.687	2.82	3.431	3.714	NA	NA	3.818	4.222	5.38	4.289	NA	NA	5.353	4.602
Prehousia diverta	USGS 3026-CO	4.487	1.313	4.466	1.682	4.46	2.041	4.396	3.572	4.383	3.88	3.404	1.917	5.458	2.064	3.542	2.309	5.324	2.359	NA	NA	5.411	3.086	3.696	3.408	5.093	3.458	NA	NA	5.026	3.746
Prehousia diverta	USGS 3026-CO	6.207	0.656	6.067	1.581	5.97	2.276	5.558	5.232	5.478	5.901	3.957	1.727	7.994	2.266	NA	NA	7.501	3.012	NA	NA	7.628	4.426	4.28	4.909	NA	NA	4.3	5.468	NA	NA
Prehousia diverta	USGS 3025-CO	8.461	5.073	8.374	6.81	8.235	8.304	7.974	13.36	7.818	14.402	4.343	7.557	11.953	8.096	5.108	9.26	10.945	9.555	4.656	11.223	NA	NA	5.785	12.648	NA	NA	5.629	13.69	NA	NA
Prehousia diverta	USGS 3025-CO	4.522	1.774	4.47	2.531	4.392	3.105	4.079	5.627	3.966	6.262	2.435	2.913	NA	NA	2.757	3.496	NA	NA	2.592	4.549	NA	NA	2.922	5.401	NA	NA	NA	NA	5.053	6.062
Prehousia impolita	USGS 2600-CO	15.208	2.348	15.208	2.917	15.244	3.816	15.116	7.118	15.125	7.796	NA	NA	17.024	3.348	NA	NA	16.758	4.449	NA	NA	16.859	5.925	13.703	6.769	NA	NA	13.63	7.329	NA	NA
Prehousia impolita	USGS 2600-CO	13.352	2.798	13.38	3.409	13.416	4.174	13.562	7.419	13.662	8.13	NA	NA	15.722	3.855	11.584	4.894	15.303	4.849	11.365	6.316	NA	NA	NA	NA	15.175	7.173	NA	NA	15.129	7.674
Prehousia impolita	USGS 2600-CO	9.742	7.608	9.751	7.966	9.705	8.552	9.476	11.317	9.43	12.049	7.92	8.332	11.454	8.24	8.112	9.055	NA	NA	7.819	10.181	11.262	10.264	8.112	11.079	NA	NA	8.194	11.637	NA	NA
Prehousia impolita	USGS 2600-CO	8.174	2.914	8.102	3.471	7.941	4.487	7.581	8.147	7.446	9.083	NA	NA	10.081	4.209	6.034	4.982	9.505	5.36	NA	NA	9.559	6.888	5.935	7.482	9.271	7.896	NA	NA	9.209	8.39
Prehousia impolita	PR50	19.218	7.369	19.229	7.863	19.207	8.508	19.293	11.194	19.293	11.945	NA	NA	20.969	8.336	17.564	9.067	20.711	8.991	17.456	10.109	20.84	10.012	17.961	11	20.475	10.828	17.983	11.569	20.507	11.419
Prehousia impolita	PR50	19.304	11.048	19.358	11.716	19.368	12.772	19.411	16.178	19.39	16.943	16.976	12.287	21.578	12.341	NA	NA	21.136	13.343	NA	NA	21.362	14.701	17.665	15.822	20.996	15.768	17.709	16.501	NA	NA
Prehousia impolita	PR50	18.95	11.153	18.971	11.536	18.961	12.131	18.992	14.659	19.014	15.253	NA	NA	20.575	11.865	17.622	12.577	20.331	12.502	17.431	13.724	NA	NA	17.76	14.467	NA	NA	17.813	14.988	NA	NA
Prehousia impolita	PR50	6.252	2.402	6.23	2.703	6.216	3.14	6.13	4.997	6.101	5.456	NA	NA	7.33	3.09	NA	NA	7.201	3.506	NA	NA	7.273	4.273	NA	NA	6.972	4.911	NA	NA	6.872	5.212
Prehousia impolita	PR53	16.66	10.938	16.679	11.317	16.708	11.958	16.815	14.076	16.805	14.571	15.271	11.706	18.059	11.521	15.504	12.337	17.835	12.211	NA	NA	18.078	13.221	15.785	13.911	17.728	13.813	NA	NA	17.757	14.28
Prehousia impolita	PR49	13.29	7.561	13.272	8.066	13.255	8.842	13.176	11.929	13.115	12.618	11.214	8.616	15.217	8.616	11.511	9.444	NA	NA	11.336	10.639	NA	NA	11.703	11.685	14.563	11.563	11.79	12.287	14.58	12.165
Prehousia impolita	PR49	15.531	7.431	15.503	8.204	15.418	9.204	15.362	12.618	15.315	13.429	13.164	8.581	NA	NA	13.504	9.855	17.257	9.968	13.231	11.099	17.333	11.231	13.721	12.278	16.908	12.391	13.721	12.957	16.814	13.08
Prehousia impolita	PR49	12.649	7.398	12.639	7.901	12.688	8.655	12.746	11.353	12.726	12.02	NA	NA	14.467	8.365	11.189	9.216	14.157	9.139	10.947	10.106	14.38	10.173	NA	NA	13.993	11.102	11.479	11.633	13.916	11.604
Prehousia impolita	PR49	6.527	2.411	6.538	2.661	6.541	2.974	6.489	4.503	6.475	4.946	5.599	2.823	NA	NA	5.701	3.209	NA	NA	5.571	3.8	NA	NA	5.779	4.38	NA	NA	5.835	4.7	NA	NA
Prehousia impolita	PR49	16.682	7.924	16.691	8.364	16.654	8.945	16.654	11.212	16.635	11.811	15.015	8.692	18.284	8.72	NA	NA	17.956	9.31	NA	NA	18.162	10.275	15.567	11.137	17.75	11.071	NA	NA	17.74	11.474
Prehousia impolita	PR51	15.69	8.003	15.715	8.439	15.741	9.115	15.835	11.654	15.826	12.304	NA	NA	17.152	8.73	14.484	9.533	NA	NA	NA	NA	17.297	10.465	14.638	11.449	NA	NA	14.706	11.902	NA	NA
Prehousia impolita	PR51	13.714	7.873	13.706	8.305	13.674	8.831	13.611	10.982	13.596	11.484	12.301	8.572	15.103	8.737	NA	NA	14.797	9.239	NA	NA	14.828	10.103	12.67	10.762	14.538	10.817	NA	NA	14.483	11.17
Prehousia impolita	PR51	19.153	6.709	19.128	7.162	19.087	7.739	19.038	10.368	19.038	10.961	NA	NA	20.62	7.59	17.645	8.143	20.43	8.159	17.439	8.958	20.612	9.099	17.744	10.038	20.249	10.055	17.777	10.475	NA	NA
Prehousia indenta	USGS 2539-CO	12.903	3.818	12.941	4.89	12.941	6.564	13.129	12.094	13.053	13.298	NA	NA	16.928	5.68	9.762	7.636	16.025	7.806	NA	NA	16.147	9.63	NA	NA	15.16	11.455	NA	NA	15.085	12.395
Prehousia indenta	USGS 2539-CO	6.22	2.906	6.161	4.069	6.006	5.89	5.638	11.141	5.522	12.265	2.112	4.67	9.978	5.096	2.829	6.646	9.068	6.956	2.538	8.428	9.165	8.835	NA	NA	8.196	10.734	NA	NA	8.196	11.78
Prehousia indenta	CC001S	6.265	2.837	6.265	3.499	6.241	4.48	6.277	7.849	6.253	8.712	3.842	4.043	8.594	4.125	4.208	5.166	8.168	5.237	4.125	6.667	8.334	6.667	4.787	7.636	7.707	7.684	4.847	8.263	NA	NA
Prehousia indenta	CC001S	5.419	2.8	5.441	3.438	5.475	4.303	5.487	7.103	5.498	7.855	3.165	3.916	NA	NA	NA	NA	7.354	4.906	NA	NA	7.479	6.17	NA	NA	6.83	7.08	4.075	7.604	NA	NA
Prehousia indenta	CC001S	9.672	1.941	9.661	2.399	9.629	3.108	9.487	5.42	9.476	5.943	NA	NA	11.101	2.802	NA	NA	10.839	3.653	8.091	4.645	10.915	4.754	8.506	5.212	NA	NA	8.516	5.605	NA	NA
Prehousia indenta	ICS-1377	33.769	20.011	33.931	21.524	34.132	23.683	34.455	29.23	34.556	30.945	NA	NA	38.611	22.372	30.804	24.994	37.723	24.772	30.158	27.274	38.429	26.91	31.53	29.331	37.199	28.948	31.631	30.521	37.199	30.279
Prehousia indenta	ICS-1377	33.725	14.241	33.624	16.33	33.584	18.821	33.263	27.498	33.102	29.266	NA	NA	39.128	17.495	28.643	20.689	37.983	20.669	28.241	23.662	38.325	23.641	29.306	26.534	NA	NA	29.446	28.141	36.698	28.161
Prehousia indenta	USGS 2505-CO	8.815	3.705	8.911	4.724	9.008	6.129	9.49	11.803	9.6	12.988	5.027	5.716	12.575	5.303	NA	NA	12.203	7.148	5.592	9.393	12.63	8.884	6.639	11.225	11.914	11.101	6.721	12.368	11.927	12.038
