Species	Collection/Museum No.	x1	y1	x2	y2	x3	y3	x4	y4	x5	y5	x6	y6	x7	y7	x8	y8	x9	y9	x10	y10	x11	y11	x12	y12	x13	y13	x14	y14	x15	y15
Aphelaspis subditus	USGS 2506-CO	3.781	4.149	3.775	4.68	3.807	5.422	3.624	7.378	3.591	7.904	2.153	4.93	5.311	5.087	2.291	5.639	5.166	5.796	2.015	6.722	5.284	6.971	2.757	7.129	NA	NA	2.75	7.52	4.411	7.641
Aphelaspis subditus	USGS 2506-CO	2.518	4.779	2.508	5.139	2.498	5.627	2.388	7.093	2.354	7.484	1.239	5.353	3.643	5.387	1.356	5.887	3.496	5.971	1.212	6.849	NA	NA	1.72	7.013	3.039	7.013	1.67	7.277	3.029	7.32
Aphelaspis subditus	USGS 2506-CO	6.173	1.543	6.227	2.006	6.24	2.509	6.26	4.63	6.314	5.146	4.516	2.436	7.864	2.322	4.744	3.053	7.649	2.946	4.529	4.314	7.85	4.207	NA	NA	7.092	4.516	NA	NA	7.032	4.938
Aphelaspis subditus	USGS 2506-CO	2.206	3.355	2.203	3.692	2.203	4.179	2.169	5.49	2.169	5.821	1.084	3.895	3.304	3.983	1.196	4.368	3.169	4.436	NA	NA	3.29	5.229	1.598	5.405	2.679	5.419	1.625	5.638	2.682	5.662
Aphelaspis subditus	75-f-8	8.247	5.247	8.247	5.776	8.274	6.701	8.366	9.384	8.432	9.912	6.08	6.357	NA	NA	6.146	7.216	NA	NA	6.027	8.736	NA	NA	7.097	9.106	9.476	9.146	NA	NA	9.423	9.741
Aphelaspis subditus	75-f-8	6.312	3.054	6.38	3.722	6.421	5.167	6.299	8.344	6.244	9.039	NA	NA	9.025	4.445	3.845	5.631	8.78	5.712	3.572	7.308	NA	NA	4.785	8.085	7.73	8.057	4.772	8.78	7.648	8.685
Aphelaspis subditus	75-f-8	2.214	2.174	2.234	2.394	2.208	2.728	2.211	3.982	2.204	4.299	NA	NA	3.138	2.698	NA	NA	3.075	2.978	NA	NA	3.241	3.668	1.661	3.888	2.698	3.908	NA	NA	2.658	4.168
Aphelaspis subditus	USGS 2535-CO	10.914	1.798	10.896	2.618	10.87	3.65	10.958	6.709	11.02	7.414	NA	NA	13.524	3.183	NA	NA	13.118	4.179	NA	NA	13.294	5.695	9.521	6.533	12.307	6.436	NA	NA	12.325	7.106
Aphelaspis subditus	CC001A	20.451	10.028	20.451	10.747	20.428	11.848	20.393	15.06	20.358	15.732	NA	NA	23.048	11.454	NA	NA	22.677	12.59	NA	NA	22.92	14.318	18.839	14.851	NA	NA	18.77	15.408	NA	NA
Aphelaspis subditus	CC001A	5.172	1.83	5.131	2.187	5.05	2.734	4.868	4.564	4.827	5.023	NA	NA	6.475	2.674	3.781	2.971	6.252	3.153	NA	NA	6.245	4.193	4.051	4.328	5.678	4.496	NA	NA	5.644	4.8
Aphelaspis subditus	CC001A	21.506	10.976	21.483	11.641	21.391	12.878	21.322	16.132	21.254	16.934	NA	NA	23.981	12.34	NA	NA	23.706	13.623	NA	NA	23.912	15.456	19.799	15.823	22.766	15.96	NA	NA	22.674	16.442
Aphelaspis subditus	USGS 2432-CO	4.178	6.032	4.178	6.465	4.16	7.18	4.186	9.353	4.195	9.892	2.305	6.933	5.891	6.968	2.588	7.701	5.697	7.746	NA	NA	5.767	9	3.091	9.203	NA	4.646	NA	NA	5.017	9.653
Aphelaspis subditus	USGS 3532-CO	5.023	7.909	5.059	8.598	5.023	9.94	4.952	13.55	4.928	14.25	NA	NA	8.028	9.56	NA	NA	7.446	10.617	NA	NA	7.755	12.552	NA	NA	6.579	12.968	NA	NA	6.496	13.799
Aphelaspis subditus	USGS 2509-CO	6.388	7.934	6.312	8.576	6.247	9.708	5.975	13.212	5.91	13.952	3.243	9.338	NA	NA	3.417	10.513	NA	NA	3.156	12.624	8.859	12.82	NA	NA	7.553	13.158	4.321	13.637	NA	NA
Aphelaspis subditus	USGS 2509-CO	13.267	1.88	13.234	2.43	13.201	3.423	13.152	6.256	13.136	6.929	10.952	2.931	15.434	3.251	11.124	3.785	15.139	4.015	NA	NA	15.295	5.73	11.879	5.944	14.408	5.993	11.806	6.576	NA	NA
Aphelaspis subditus	USGS 2509-CO	6.317	2.864	6.286	3.298	6.214	4.074	6.121	6.359	6.079	6.886	4.446	3.763	NA	NA	4.529	4.467	NA	NA	4.27	5.718	7.961	5.976	5.097	6.079	7.113	6.245	NA	NA	7.02	6.638
Aphelaspis subditus	ICS-1513	5.474	1.603	5.467	2.099	5.46	2.739	5.446	4.617	5.46	5.078	4.001	2.264	NA	NA	4.008	2.911	6.836	2.966	3.843	4.232	NA	NA	4.531	4.466	6.258	4.528	4.552	4.824	6.306	4.886
Aphelaspis subditus	ICS-1513	23.008	14.149	23.008	14.576	22.98	15.258	22.895	17.733	22.909	18.273	20.875	15.073	NA	NA	21.074	15.856	NA	NA	20.875	17.192	NA	NA	21.7	17.534	24.061	17.505	21.714	18.017	24.075	17.96
Aphelaspis subditus	ICS-1513	5.854	2.427	5.836	2.771	5.811	3.253	5.712	4.736	5.687	5.105	4.722	3.019	6.89	3.15	NA	NA	6.769	3.487	4.537	4.396	6.808	4.488	5.077	4.616	6.322	4.669	5.052	4.882	NA	NA
Aphelaspis subditus	ICS-1513	23.346	15.569	23.405	16.682	23.566	18.22	23.668	22.204	23.727	23.097	20.549	17.282	NA	NA	20.973	18.967	NA	NA	20.695	21.369	26.568	21.325	21.852	21.911	25.426	21.867	21.808	22.687	25.47	22.599
Aphelaspis subditus	ICS-1480	25.348	11.839	25.362	13.02	25.267	14.487	25.172	18.573	25.117	19.456	22.022	13.482	NA	NA	22.266	14.84	28.104	15.043	21.682	16.971	28.43	17.134	23.176	18.139	NA	NA	23.312	18.886	26.801	19.021
Aphelaspis subditus	ICS-1480	21.584	11.848	21.597	12.662	21.624	13.987	21.676	17.228	21.716	17.937	NA	NA	24.222	13.266	19.104	14.604	23.959	14.486	NA	NA	24.287	16.087	20.115	16.887	23.054	16.926	20.154	17.504	22.975	17.451
Aphelaspis subditus	ICS-1480	23.583	11.9	23.583	12.747	23.583	14.084	23.61	16.991	23.651	17.823	20.976	13.347	NA	NA	21.181	14.412	25.862	14.439	NA	NA	26.135	16.036	NA	NA	24.879	16.677	NA	NA	24.865	17.332
Aphelaspis subditus	ICS-1480	27.86	16.079	27.903	16.548	27.931	17.331	27.974	19.309	27.974	19.849	26.295	17.003	NA	NA	26.494	17.601	29.297	17.516	NA	NA	29.582	18.682	27.092	19.124	28.799	19.081	27.134	19.536	28.785	19.408
Aphelaspis subditus	ICS-1480	26.226	11.369	26.169	12.631	26.212	14.502	26.155	18.712	26.155	19.662	NA	NA	29.415	13.212	22.738	14.842	29.231	14.729	NA	NA	29.585	17.238	NA	NA	27.969	18.089	24.213	19.024	27.87	19.095
Aphelaspis subditus	ICS-1480	29.648	12.182	29.634	13.018	29.62	14.109	29.549	17.438	29.507	18.203	NA	NA	32.226	13.684	27.183	14.69	32.028	14.76	NA	NA	32.17	16.503	27.977	17.027	30.98	17.041	NA	NA	30.923	17.763
Aphelaspis subditus	08McG02	8.037	1.359	7.984	1.986	7.927	2.942	7.759	5.693	7.714	6.321	5.415	2.485	NA	NA	5.67	3.425	NA	NA	5.343	4.94	NA	NA	6.355	5.377	9.015	5.567	6.431	5.994	NA	NA
Aphelaspis subditus	08McG02	4.606	0.925	4.561	1.588	4.456	2.632	4.28	5.744	4.231	6.395	1.809	2.254	6.905	2.441	2.011	3.157	6.628	3.291	1.734	4.98	NA	NA	2.883	5.478	NA	NA	2.992	6.118	NA	NA
Aphelaspis subditus	08McG02	6.597	2.21	6.604	2.631	6.634	3.265	6.663	5.066	6.634	5.53	5.084	3.11	8.072	3.044	5.232	3.649	7.925	3.56	NA	NA	8.117	4.638	NA	NA	7.482	4.866	NA	NA	7.43	5.235
Aphelaspis subditus	08McG02	4.331	1.128	4.346	1.627	4.346	2.393	4.375	4.548	4.389	5.04	2.401	2.184	6.24	2.126	2.668	2.871	5.973	2.82	2.451	4.006	6.204	3.977	3.37	4.411	5.329	4.36	3.456	4.816	5.264	4.751
Cernuolimbus depressus	USGS 2297-CO	28.375	11.211	28.407	12.794	28.454	14.536	28.692	21.661	28.644	22.975	23.213	14.425	33.537	13.982	23.941	16.531	32.745	16.135	23.751	19.809	33.268	19.492	25.604	21.218	31.447	21.06	25.794	22.58	NA	NA
Cernuolimbus depressus	USGS 2297-CO	23.943	10.119	23.943	11.067	23.919	11.666	23.956	15.447	24.031	16.183	NA	NA	26.713	11.267	21.523	12.614	26.364	12.677	NA	NA	26.601	14.411	22.296	14.997	25.516	14.923	22.409	15.634	25.491	15.571
Cernuolimbus depressus	USGS 2607-CO	26.165	18.068	26.149	18.735	26.101	19.131	25.958	22.434	25.879	23.291	NA	NA	28.816	19.243	23.529	19.957	28.578	19.909	NA	NA	28.546	21.878	24.291	22.243	27.483	22.259	24.371	22.958	27.34	22.91
Cernuolimbus depressus	USNM 136879	18.502	9.624	18.56	10.347	18.582	10.868	18.517	13.9	18.509	14.443	16.411	10.528	20.615	10.514	16.512	11.614	NA	NA	16.252	13.198	NA	NA	17.149	13.69	19.899	13.575	17.142	14.168	19.891	14.009
Cernuolimbus depressus	USNM 136880	24.955	9.745	24.996	10.826	25.007	11.584	25.059	15.968	25.09	16.81	21.516	10.971	28.165	10.659	21.9	12.623	NA	NA	21.589	14.898	NA	NA	23.116	15.501	26.929	15.345	23.126	16.238	27.043	16.02
Cernuolimbus granulosus	USGS 1993-CO	13.866	2.544	13.89	3.516	13.866	4.466	13.761	7.748	13.738	8.686	11.217	3.95	NA	NA	11.569	5.075	15.976	5.193	NA	NA	16.223	7.045	NA	NA	15.179	7.513	NA	NA	15.109	8.24
Cernuolimbus granulosus	USGS 1993-CO	13.503	3.67	13.528	4.234	13.503	4.747	13.415	6.914	13.415	7.516	11.737	4.61	15.156	4.547	11.987	5.173	14.918	5.136	11.812	6.263	NA	NA	12.438	6.852	NA	NA	12.451	7.34	NA	NA
Cernuolimbus granulosus	USGS 2601-CO	6.08	1.371	6.061	2.106	6.011	3.04	6.001	5.504	5.991	5.991	NA	NA	8.048	2.593	4.431	3.547	NA	NA	4.352	5.057	NA	NA	5.017	5.325	6.975	5.266	4.968	5.703	6.994	5.762
Cernuolimbus granulosus	USGS 2601-CO	16.396	3.999	16.298	5.458	16.169	6.485	15.877	10.181	15.812	11.11	12.775	6.247	NA	NA	13.423	7.371	18.481	7.447	13.002	9.316	NA	NA	14.093	9.943	17.617	10.073	13.877	10.829	NA	NA
Cernuolimbus granulosus	USGS 2601-CO	10.731	2.445	10.7	3.44	10.626	4.339	10.499	7.197	10.509	7.842	8.308	3.81	13.081	3.969	8.721	4.953	12.446	5.101	NA	NA	12.626	6.615	9.197	6.794	11.821	6.858	9.239	7.366	NA	NA
Cernuolimbus granulosus	USGS 2601-CO	6.169	0.687	6.3	2.046	6.341	3.207	6.529	7.004	6.603	7.822	3.027	2.913	NA	NA	3.878	4.255	NA	NA	3.649	6.399	NA	NA	4.762	6.791	NA	NA	4.615	7.462	NA	NA
Cernuolimbus granulosus	USGS 2601-CO	16.195	6.125	16.318	8.18	16.298	9.783	16.154	15.907	16.175	16.976	11.139	9.207	NA	NA	12.002	11.386	NA	NA	11.633	14.695	NA	NA	13.503	15.229	18.867	15.003	13.4	16.36	NA	NA
Cernuolimbus granulosus	USGS 2601-CO	6.341	8.776	6.311	9.348	6.28	9.931	6.28	12.028	6.219	12.509	NA	NA	8.049	9.757	NA	NA	7.681	10.402	4.603	11.68	NA	NA	5.237	11.977	7.18	11.926	5.196	12.396	NA	NA
Cernuolimbus granulosus	USGS 2601-CO	11.283	3.29	11.274	3.958	11.232	4.464	11.163	6.468	11.163	6.931	NA	NA	12.757	4.481	NA	NA	12.457	4.995	NA	NA	12.551	6.134	10.272	6.425	12.028	6.357	NA	NA	12.071	6.785
Cernuolimbus granulosus	USGS 2602-CO	5.125	2.94	5.138	3.837	5.034	4.8	5.021	7.883	5.216	8.598	NA	NA	7.688	4.397	NA	NA	7.181	5.529	NA	NA	7.181	7.22	NA	NA	6.452	7.636	NA	NA	6.322	8.195
Cernuolimbus granulosus	USGS 2603-CO	9.603	2.664	9.52	3.254	9.479	3.826	9.313	6.283	9.246	6.789	7.611	3.718	11.579	3.876	NA	NA	10.964	4.524	NA	NA	10.989	5.511	NA	NA	10.417	6.2	NA	NA	10.392	6.682
Cernuolimbus granulosus	USGS 2603-CO	21.717	4.94	21.743	6.78	21.769	9.019	22	16.43	22.129	17.973	NA	NA	27.739	7.912	16.957	10.666	26.529	10.949	NA	NA	26.838	13.676	NA	NA	24.96	15.915	NA	NA	25.037	17.33
Cernuolimbus granulosus	USGS 2603-CO	11.233	5.954	11.284	6.692	11.106	7.633	11.132	10.852	11.157	11.513	8.943	7.162	13.51	7.379	9.274	8.206	NA	NA	9.134	9.872	NA	NA	NA	NA	12.378	10.572	9.808	10.992	NA	NA
Cernuolimbus granulosus	USGS 2998-CO	7.377	6.688	7.349	7.67	7.283	8.737	7.084	12.1	6.99	12.846	4.572	8.161	10.05	8.529	4.968	9.446	NA	NA	NA	NA	9.446	11.477	5.554	11.788	8.567	11.902	NA	NA	8.633	12.534
Cernuolimbus granulosus	USGS 2998-CO	4.833	2.505	4.824	3.225	4.786	4.029	4.814	6.637	4.805	7.207	2.814	3.692	6.871	3.721	3.16	4.468	6.413	4.478	2.917	6.067	NA	NA	3.674	6.469	5.908	6.45	3.618	6.936	NA	NA
Cernuolimbus granulosus	USGS 2998-CO	13.448	6.307	13.448	7.238	13.457	8.116	13.732	11.611	13.714	12.33	NA	NA	16.215	7.708	11.248	9.066	15.754	8.826	11.283	10.955	NA	NA	12.17	11.514	15.106	11.257	12.161	12.082	15.275	11.878
Cernuolimbus granulosus	USGS 2998-CO	3.568	2.237	3.579	2.704	3.603	3.101	3.667	4.913	3.681	5.317	NA	NA	4.863	2.938	2.478	3.504	4.729	3.433	2.485	4.545	NA	NA	2.924	4.793	4.375	4.8	2.91	5.048	4.425	5.026
Cernuolimbus granulosus	USGS 2998-CO	19.023	4.027	18.929	5.385	18.871	7.469	18.519	12.666	18.449	13.626	NA	NA	23.483	6.532	NA	NA	22.429	8.873	NA	NA	22.406	11.566	NA	NA	21.001	12.292	NA	NA	21.095	13.205
Cernuolimbus granulosus	USGS 2998-CO	6.589	3.454	6.599	4.315	6.571	5.26	6.552	8.199	6.533	8.92	4.109	4.923	8.976	4.877	4.643	5.916	NA	NA	NA	NA	8.555	7.544	5.298	7.947	7.778	7.937	NA	NA	7.778	8.462
Cernuolimbus granulosus	USGS 2998-CO	14.126	3.912	14.145	4.594	14.117	5.536	14.145	8.328	14.182	8.963	11.979	5.247	16.255	5.154	12.287	6.125	NA	NA	12.175	7.675	15.928	7.619	12.866	8.197	15.349	8.104	12.8	8.683	NA	NA
Cernuolimbus granulosus	USGS 2998-CO	13.563	2.738	13.58	3.789	13.596	4.774	13.563	8.146	13.588	8.83	10.975	4.307	16.217	4.424	11.46	5.492	15.716	5.475	11.293	7.378	15.9	7.395	12.06	7.846	NA	NA	12.044	8.513	NA	NA
Cernuolimbus granulosus	USGS 2998-CO	7.712	11.4	7.687	12.462	7.65	13.474	7.75	17.224	7.75	18.149	4.6	13.149	10.75	13.099	5.137	14.462	10.1	14.349	4.975	16.449	10.35	16.299	6	17.074	9.425	16.962	5.987	17.862	9.487	17.824
Cernuolimbus granulosus	USGS 3534-CO	15.042	2.076	14.981	3.443	14.944	5.091	14.859	10.085	14.834	11.428	10.903	4.237	18.521	4.383	11.513	5.714	17.789	6.153	NA	NA	17.935	8.522	12.49	9.633	16.995	9.718	NA	NA	17.056	10.744
Cernuolimbus laevifrons	USGS 2540-CO	28.857	17.416	29.038	19.588	29.11	21.253	29.581	27.372	29.635	28.676	NA	NA	34.668	20.71	25.091	23.281	NA	NA	24.983	25.671	NA	NA	26.503	27.354	NA	NA	26.721	28.567	NA	NA
Cernuolimbus laevifrons	USGS 2540-CO	25.015	12.935	25.028	14.378	25.122	15.554	25.135	19.255	25.215	20.004	21.848	15.14	NA	NA	22.596	16.316	NA	NA	22.65	18.227	NA	NA	23.665	19.015	26.698	18.908	NA	NA	26.658	19.483
Cernuolimbus laevifrons	USNM 141711	36.926	13.695	36.968	16.705	36.758	19.03	36.632	27.754	36.688	29.392	28.678	18.512	43.913	18.022	NA	NA	42.191	21.648	NA	NA	42.513	24.715	32.935	26.788	40.272	26.76	NA	NA	40.3	28.328
Cernuolimbus orygmatos	USGS 2295-CO	17.156	13.116	17.193	13.904	17.18	14.52	17.205	17.082	17.242	17.685	NA	NA	19.151	14.409	NA	NA	18.905	15.185	NA	NA	19.015	16.688	16.097	16.885	18.264	16.885	16.097	17.291	18.289	17.23
Cernuolimbus orygmatos	USNM 136875	29.484	9.79	29.522	11.988	29.573	13.656	29.585	20.945	29.585	22.069	23.774	13.1	35.106	13.024	NA	NA	34.436	15.677	NA	NA	34.891	19.063	26.516	20.124	32.567	20.098	26.465	21.387	32.579	21.248
Dicanthopyge convergens	USGS 1996-CO	5.31	2.026	5.292	2.286	5.281	2.973	5.255	4.835	5.255	5.31	3.8	2.637	6.652	2.655	4.008	3.291	6.488	3.328	3.782	4.637	6.609	4.553	4.425	4.743	6.034	4.743	4.37	5.025	6.045	5.062
Dicanthopyge convergens	USGS 1996-CO	14.751	6.602	14.729	7.898	14.784	9.435	14.816	13.389	14.827	14.304	11.352	8.607	18.281	8.563	11.94	10.121	17.627	10.175	NA	NA	17.921	12.572	12.877	13.16	16.549	13.15	12.834	14.01	16.69	14.076
Dicanthopyge convergens	USGS 1996-CO	16.142	5.575	16.243	6.607	16.287	7.953	16.501	11.688	16.557	12.485	NA	NA	19.675	7.291	13.573	8.817	19.092	8.716	NA	NA	19.282	10.836	14.807	11.352	18.026	11.307	14.695	12.159	18.116	12.159
Dicanthopyge convergens	USGS 1996-CO	2.503	2.236	2.514	2.559	2.548	2.962	2.559	4.517	2.559	4.858	NA	NA	3.636	2.777	1.54	3.21	3.558	3.225	1.418	4.206	3.669	4.221	1.9	4.34	3.129	4.373	NA	NA	3.158	4.591
Dicanthopyge convergens	USGS 2314-CO	6.505	4.089	6.518	5.125	6.594	6.262	6.671	10.543	6.671	11.297	NA	NA	9.661	5.559	NA	NA	9.214	7.144	4.307	8.958	9.38	8.652	NA	NA	8.46	10.134	4.856	10.748	NA	NA
Dicanthopyge convergens	USGS 2314-CO	11.815	5.28	11.866	6.117	11.942	6.879	12.069	9.912	12.069	10.622	NA	NA	14.227	6.143	NA	NA	13.986	7.361	NA	NA	14.163	8.655	NA	NA	13.351	9.556	NA	NA	13.338	9.988
Dicanthopyge convergens	PR27	4.97	2.357	4.963	2.645	4.963	2.922	4.945	4.088	4.948	4.408	4.109	2.785	NA	NA	4.186	3.084	5.693	3.122	4.113	3.733	5.749	3.719	4.464	4.021	5.416	4.014	NA	NA	5.43	4.2
Dicanthopyge convergens	USGS 2592-CO	18.093	10.789	18.072	11.482	18.062	12.467	17.972	15.862	18.022	16.566	NA	NA	20.353	11.955	NA	NA	19.951	13.17	NA	NA	20.011	14.848	NA	NA	19.399	15.571	16.415	16.184	19.318	16.154
Dicanthopyge convergens	USGS 2496-CO	31.423	19.577	31.365	21.481	31.231	23.385	31.231	28.981	31.288	30.25	NA	NA	36	22.404	27.558	24.827	34.692	24.635	27.25	27.192	34.981	27.154	28.75	28.712	33.673	28.577	NA	NA	33.75	29.635
Dicanthopyge convergens	USGS 2496-CO	5.192	2.601	5.166	2.958	5.115	3.406	5.004	4.865	4.971	5.166	4.016	3.09	NA	NA	4.119	3.619	5.927	3.649	4.049	4.438	5.956	4.479	4.409	4.721	5.622	4.765	NA	NA	5.618	4.964
Dicanthopyge quadrata	USGS 2535-CO	12.885	2.045	12.885	2.667	12.823	3.305	12.699	5.731	12.637	6.4	11.027	2.869	14.721	2.955	11.19	3.639	14.425	3.702	11.004	5.132	14.433	5.078	11.672	5.568	NA	NA	11.703	6.027	NA	NA
Dicanthopyge quadrata	USGS 2535-CO	4.836	1.664	4.779	2.349	4.691	3.121	4.578	5.866	4.516	6.5	2.418	2.675	NA	NA	NA	NA	6.513	3.768	NA	NA	6.62	5.288	3.253	5.696	5.86	5.784	3.197	6.274	NA	NA
Dicanthopyge quadrata	USGS 2535-CO	11.357	2.042	11.457	3.003	11.43	5.589	11.676	12.392	11.775	13.883	NA	NA	17.086	3.899	NA	NA	16.429	7.081	NA	NA	17.026	10.562	NA	NA	14.619	11.636	NA	NA	14.659	13.426
Dicanthopyge quadrata	USGS 2535-CO	4.257	1.566	4.235	2.006	4.16	2.587	4.086	4.652	4.056	5.212	2.654	2.17	5.741	2.244	2.863	2.915	5.361	2.938	2.706	4.108	NA	NA	3.243	4.57	NA	NA	3.236	4.966	NA	NA
Dicanthopyge quadrata	USGS 2535-CO	5.01	1.975	4.908	2.592	4.836	3.514	4.676	5.961	4.676	6.549	NA	NA	6.956	2.999	3.093	3.812	NA	NA	2.679	5.467	NA	NA	3.616	5.765	NA	NA	3.514	6.201	NA	NA
Dicanthopyge quadrata	USGS 2535-CO	6.231	6.633	6.209	7.345	6.186	8.268	6.095	11.055	6.08	11.729	3.771	7.814	8.397	7.92	NA	NA	8.003	8.829	NA	NA	8.117	10.464	4.8	10.918	7.36	10.873	4.8	11.509	7.292	11.547
Dicanthopyge quadrata	USGS 3000-CO	6.173	1.844	6.197	2.453	6.206	3.16	6.271	6.016	6.28	6.609	4.115	2.922	8.181	2.872	4.477	3.712	7.852	3.597	4.436	5.292	8.008	5.226	5.02	5.95	7.44	5.934	5.103	6.395	7.383	6.329
Dicanthopyge quadrata	USGS 3000-CO	6.836	2.129	6.861	2.744	6.819	3.368	6.811	5.572	6.802	6.137	5.123	2.944	8.565	2.977	5.455	3.609	8.191	3.634	NA	NA	8.299	5.131	NA	NA	7.767	5.572	NA	NA	7.709	6.004
Dicanthopyge quadrata	USGS 3000-CO	4.92	2.01	4.904	2.52	4.896	3.174	4.848	5.359	4.825	5.837	3.198	2.799	6.483	2.823	3.477	3.493	6.236	3.533	3.317	4.872	6.356	4.944	3.907	5.223	5.773	5.263	3.892	5.686	5.726	5.734
Dicanthopyge quadrata	USGS 3000-CO	7.884	2.631	7.884	3.21	7.86	3.758	7.773	5.71	7.721	6.218	6.305	3.432	NA	NA	6.495	3.94	NA	NA	6.321	5.242	NA	NA	6.853	5.67	NA	NA	6.845	6.011	NA	NA
Dicanthopyge quadrata	USGS 3000-CO	6.98	2.685	6.992	3.124	6.992	3.585	6.995	5.348	7.026	5.782	5.798	3.246	8.166	3.296	5.924	3.784	8.033	3.795	5.741	4.89	8.197	4.951	NA	NA	7.766	5.287	6.179	5.653	NA	NA
Dicanthopyge quadrata	USGS 3000-CO	4.523	2.367	4.577	2.772	4.592	3.284	4.638	5.227	4.638	5.701	NA	NA	5.938	2.933	3.369	3.575	5.762	3.506	3.315	4.722	5.861	4.63	3.774	5.112	5.449	5.059	3.804	5.525	5.441	5.487
Dicanthopyge quadrata	USGS 3000-CO	5.05	0.902	5.107	1.695	5.118	2.691	5.334	6.122	5.288	6.825	2.786	2.204	7.394	1.978	3.284	3.382	NA	NA	3.205	5.239	NA	NA	3.941	6.032	NA	NA	3.997	6.587	NA	NA
Dicanthopyge quadrata	USGS 3000-CO	5.162	2.353	5.155	2.829	5.178	3.377	5.262	5.424	5.297	5.845	3.722	3.047	6.639	3.012	3.909	3.647	6.44	3.635	3.849	4.905	6.599	4.889	NA	NA	6.099	5.242	4.424	5.639	6.087	5.619
Dicanthopyge quadrata	USGS 3000-CO	4.612	1.98	4.604	2.417	4.577	2.977	4.574	5.134	4.543	5.602	3.062	2.624	6.124	2.678	3.215	3.269	5.917	3.346	3.016	4.589	6.055	4.643	3.591	5.011	5.479	4.988	3.607	5.418	5.441	5.448
Dicanthopyge quadrata	USGS 3000-CO	4.7	1.799	4.7	2.189	4.661	2.669	4.587	4.421	4.572	4.816	NA	NA	5.964	2.421	3.551	2.87	5.713	2.889	3.385	4.096	5.779	4.112	3.829	4.336	5.33	4.359	3.825	4.707	5.295	4.731
Dicanthopyge quadrata	USGS 3000-CO	6.379	1.887	6.406	2.282	6.432	2.745	6.5	4.357	6.522	4.764	5.125	2.497	7.648	2.504	5.325	2.986	7.471	2.949	5.332	4.078	7.569	4.056	5.732	4.365	7.2	4.316	5.777	4.677	7.17	4.677
Dicanthopyge quadrata	USGS 3000-CO	6.579	2.326	6.594	2.644	6.567	3.034	6.552	4.429	6.552	4.793	NA	NA	7.579	2.851	5.636	3.199	NA	NA	5.525	4.119	7.548	4.057	5.943	4.406	7.123	4.414	5.958	4.682	7.115	4.686
Dicanthopyge quadrata	USGS 3000-CO	4.626	5.896	4.659	6.427	4.626	7.007	4.692	8.978	4.697	9.526	3.182	6.717	5.983	6.551	3.315	7.381	NA	NA	3.294	8.746	NA	NA	3.825	9.016	NA	NA	3.834	9.393	NA	NA
Dicanthopyge quadrata	USGS 3000-CO	2.673	3.545	2.678	3.903	2.695	4.4	2.737	5.844	2.749	6.256	1.549	4.075	NA	NA	1.718	4.568	NA	NA	NA	NA	3.768	5.494	2.067	5.814	3.393	5.797	2.101	6.092	3.368	6.071
Dicanthopyge quadrata	USGS 3000-CO	2.012	0.79	2.016	1.057	2.05	1.445	2.117	2.717	2.134	3.039	1.111	1.285	NA	NA	1.209	1.602	NA	NA	1.162	2.472	3.009	2.379	1.572	2.701	2.646	2.658	1.576	2.929	2.646	2.882
Dicanthopyge quadrata	USGS 3000-CO	2.102	3.185	2.141	3.459	2.16	3.729	2.285	4.95	2.327	5.236	1.376	3.648	2.941	3.52	1.475	3.938	2.915	3.803	1.411	4.709	3.083	4.577	1.787	4.934	2.787	4.863	1.806	5.169	2.79	5.082
Dicanthopyge quadrata	USGS 3000-CO	2.26	3.04	2.286	3.355	2.302	3.741	2.448	5.052	2.486	5.393	1.273	3.639	3.327	3.448	1.471	3.97	3.209	3.826	1.458	4.871	3.378	4.657	1.859	5.103	3.024	4.96	1.923	5.37	3.031	5.218
Dicanthopyge quadrata	USGS 3000-CO	2.192	0.754	2.192	0.973	2.174	1.231	2.18	2.408	2.165	2.733	1.414	1.131	NA	NA	1.438	1.414	2.885	1.398	1.347	2.168	2.995	2.189	1.672	2.399	2.678	2.429	1.687	2.615	2.642	2.615
Dicanthopyge quadrata	USGS 3000-CO	3.715	0.807	3.745	1.048	3.757	1.314	3.884	2.425	3.908	2.669	3.028	1.232	4.471	1.088	3.1	1.509	4.438	1.368	3.1	2.233	4.595	2.061	3.447	2.401	4.317	2.293	3.465	2.597	4.327	2.495
Dicanthopyge quadrata	USGS 3000-CO	1.706	1.4	1.706	1.621	1.694	1.897	1.649	3.01	1.649	3.252	0.938	1.782	2.402	1.806	0.998	2.008	2.326	2.042	0.883	2.689	2.39	2.725	1.222	2.937	2.063	2.949	1.21	3.1	2.048	3.125
Dicanthopyge quadrata	USGS 3820-CO	5.568	1.145	5.537	1.665	5.422	2.487	5.249	5.141	5.225	5.631	3.414	1.936	7.483	2.123	3.768	2.966	6.921	3.07	3.518	4.236	6.952	4.423	4.121	4.954	6.338	5.016	4.066	5.433	NA	NA
Dicanthopyge quadrata	USGS 3820-CO	13.405	4.982	13.421	6.025	13.327	7.1	13.374	11.288	13.421	12.191	10.089	6.477	NA	NA	10.587	7.971	16.114	7.831	10.462	9.762	16.285	9.746	11.303	10.961	15.289	10.758	NA	NA	15.227	11.77
Dicanthopyge quadrata	USGS 2492-CO	7.952	2.481	7.85	3.585	7.714	4.656	7.323	8.971	7.289	9.821	4.707	3.925	10.823	4.248	4.859	5.437	10.433	5.556	4.367	8.037	NA	NA	5.556	8.394	9.328	8.648	5.42	9.379	9.226	9.481
