27,0.00457763671875,acctran,stratigraphy,Age
27,0.00457763671875,deltran,stratigraphy,Age
28,0.00532913208007812,gradual.split,stratigraphy,Age
27,0.00457763671875,proximity,stratigraphy,Age
28,0.00532913208007812,equal.split,stratigraphy,Age
27,0.00457763671875,random,stratigraphy,Age
28,4.41074371337891e-05,acctran,duration,Age
29,5.1647424697876e-05,deltran,duration,Age
61,0.00266072154045105,gradual.split,duration,Age
31,7.02440738677979e-05,proximity,duration,Age
58,0.00197160243988037,equal.split,duration,Age
27,3.75509262084961e-05,random,duration,Age
28,0.00017547607421875,acctran,number,Age
31,0.000278115272521973,deltran,number,Age
52,0.00390064716339112,gradual.split,number,Age
28,0.00017547607421875,proximity,number,Age
50,0.0031430721282959,equal.split,number,Age
27,0.000149607658386231,random,number,Age
0,0.0625,acctran,stratigraphy,Epoch
0,0.0625,deltran,stratigraphy,Epoch
3,0.3125,gradual.split,stratigraphy,Epoch
0,0.0625,proximity,stratigraphy,Epoch
3,0.3125,equal.split,stratigraphy,Epoch
0,0.0625,random,stratigraphy,Epoch
5,0.0390625,acctran,duration,Epoch
5,0.0390625,deltran,duration,Epoch
6,0.0546875,gradual.split,duration,Epoch
5,0.0390625,proximity,duration,Epoch
6,0.0546875,equal.split,duration,Epoch
5,0.0390625,random,duration,Epoch
5,0.3125,acctran,number,Epoch
5,0.3125,deltran,number,Epoch
6,0.4375,gradual.split,number,Epoch
5,0.3125,proximity,number,Epoch
6,0.4375,equal.split,number,Epoch
5,0.3125,random,number,Epoch
15,0.0020904541015625,acctran,stratigraphy,Age
145,0.0003814697265625,deltran,stratigraphy,Age
90,0.54766845703125,gradual.split,stratigraphy,Age
81,0.8536376953125,proximity,stratigraphy,Age
71,0.817581176757813,equal.split,stratigraphy,Age
65,0.611221313476563,random,stratigraphy,Age
4,2.6702880859375e-05,acctran,duration,Age
138,0.0874290466308594,deltran,duration,Age
37,0.0180816650390625,gradual.split,duration,Age
38,0.0204124450683594,proximity,duration,Age
36,0.0159721374511719,equal.split,duration,Age
37,0.0180816650390625,random,duration,Age
8,0.000762939453125,acctran,number,Age
109,0.033538818359375,deltran,number,Age
44,0.231201171875,gradual.split,number,Age
38,0.129730224609375,proximity,number,Age
38,0.129730224609375,equal.split,number,Age
31,0.05767822265625,random,number,Age
4,0.75,acctran,stratigraphy,Epoch
6,0.25,deltran,stratigraphy,Epoch
6,0.25,gradual.split,stratigraphy,Epoch
6,0.25,proximity,stratigraphy,Epoch
6,0.25,equal.split,stratigraphy,Epoch
6,0.25,random,stratigraphy,Epoch
2,1,acctran,duration,Epoch
3,0.5,deltran,duration,Epoch
3,0.5,gradual.split,duration,Epoch
3,0.5,proximity,duration,Epoch
3,0.5,equal.split,duration,Epoch
3,0.5,random,duration,Epoch
2,1,acctran,number,Epoch
3,0.5,deltran,number,Epoch
3,0.5,gradual.split,number,Epoch
3,0.5,proximity,number,Epoch
3,0.5,equal.split,number,Epoch
3,0.5,random,number,Epoch
12,0.001068115234375,acctran,stratigraphy,Age
145,0.0003814697265625,deltran,stratigraphy,Age
93,0.458572387695313,gradual.split,stratigraphy,Age
80,0.889968872070313,proximity,stratigraphy,Age
77,1,equal.split,stratigraphy,Age
61,0.487380981445313,random,stratigraphy,Age
7,7.2479248046875e-05,acctran,duration,Age
133,0.133621215820312,deltran,duration,Age
40,0.0258216857910156,gradual.split,duration,Age
43,0.0360679626464844,proximity,duration,Age
38,0.0204124450683594,equal.split,duration,Age
31,0.00823211669921875,random,duration,Age
6,0.00042724609375,acctran,number,Age
106,0.0506591796875,deltran,number,Age
41,0.17535400390625,gradual.split,number,Age
38,0.129730224609375,proximity,number,Age
35,0.09344482421875,equal.split,number,Age
36,0.104583740234375,random,number,Age
5,0.5,acctran,stratigraphy,Epoch
6,0.25,deltran,stratigraphy,Epoch
6,0.25,gradual.split,stratigraphy,Epoch
6,0.25,proximity,stratigraphy,Epoch
6,0.25,equal.split,stratigraphy,Epoch
6,0.25,random,stratigraphy,Epoch
2,1,acctran,duration,Epoch
3,0.5,deltran,duration,Epoch
3,0.5,gradual.split,duration,Epoch
3,0.5,proximity,duration,Epoch
3,0.5,equal.split,duration,Epoch
3,0.5,random,duration,Epoch
2,1,acctran,number,Epoch
3,0.5,deltran,number,Epoch
3,0.5,gradual.split,number,Epoch
3,0.5,proximity,number,Epoch
3,0.5,equal.split,number,Epoch
3,0.5,random,number,Epoch
