54,0.0172009468078613,acctran,stratigraphy,Age
56,0.0208582878112793,deltran,stratigraphy,Age
81,0.146516799926758,gradual,stratigraphy,Age
50,0.0114727020263672,proximity,stratigraphy,Age
80,0.137489318847656,punctuated,stratigraphy,Age
55,0.0189566612243652,random,stratigraphy,Age
38,6.10947608947753e-06,acctran,duration,Age
42,1.04503706097603e-05,deltran,duration,Age
132,0.0220974553376436,gradual,duration,Age
42,1.04503706097603e-05,proximity,duration,Age
126,0.0157429352402687,punctuated,duration,Age
41,9.16235148906707e-06,random,duration,Age
45,0.00023631751537323,acctran,number,Age
56,0.0008278489112854,deltran,number,Age
134,0.193680167198181,gradual,number,Age
50,0.000427231192588806,proximity,number,Age
127,0.141405865550041,punctuated,number,Age
55,0.000744014978408813,random,number,Age
2,0.1875,acctran,stratigraphy,Epoch
2,0.1875,deltran,stratigraphy,Epoch
5,0.625,gradual,stratigraphy,Epoch
2,0.1875,proximity,stratigraphy,Epoch
5,0.625,punctuated,stratigraphy,Epoch
2,0.1875,random,stratigraphy,Epoch
1,0.015625,acctran,duration,Epoch
1,0.015625,deltran,duration,Epoch
6,0.109375,gradual,duration,Epoch
1,0.015625,proximity,duration,Epoch
6,0.109375,punctuated,duration,Epoch
1,0.015625,random,duration,Epoch
8,0.6875,acctran,number,Epoch
9,0.84375,deltran,number,Epoch
12,0.84375,gradual,number,Epoch
9,0.84375,proximity,number,Epoch
12,0.84375,punctuated,number,Epoch
9,0.84375,random,number,Epoch
