168.35028 - 84.17514,75,34.5260821731,34.0439013377,33.7366871116,33.9476912847,34.1743104489,34.2992087326
168.35028 - 84.17514,74,NA,34.103185501,33.678218767,33.8801069455,34.2058066734,34.4170396697
168.35028 - 84.17514,73,NA,34.0111864769,33.6551517147,33.9096317064,34.1806775659,34.3873305171
168.35028 - 84.17514,72,NA,34.0718505089,33.7012916196,33.9180104768,34.2097006504,34.3844840837
168.35028 - 84.17514,71,NA,34.0978517675,33.6405396876,33.9558111183,34.2365742834,34.3871279282
168.35028 - 84.17514,70,NA,34.0727224356,33.6837292695,33.9188149512,34.2148693764,34.4384105437
168.35028 - 84.17514,69,NA,34.0840588233,33.7333071418,33.9058884388,34.2140784683,34.413479953
168.35028 - 84.17514,68,NA,34.0664569038,33.6397367057,33.9300702924,34.1971879795,34.4072823904
168.35028 - 84.17514,67,NA,34.0996404426,33.6689115764,33.9627801756,34.2293421103,34.4793547051
168.35028 - 84.17514,66,NA,34.070737386,33.6632885673,33.943883178,34.1840871895,34.4451198663
168.35028 - 84.17514,65,NA,34.0777104651,33.5575127786,33.9354051575,34.184754379,34.4653986995
168.35028 - 84.17514,64,NA,34.0734498208,33.5231326417,33.9596885736,34.2344735254,34.4351143275
168.35028 - 84.17514,63,NA,34.0584169751,33.6387017734,33.9050169677,34.1988862426,34.5069696568
168.35028 - 84.17514,62,NA,34.054802974,33.6663842628,33.9353132946,34.2302322189,34.4606026744
168.35028 - 84.17514,61,NA,34.0578172751,33.6737872719,33.9287205266,34.219893877,34.3888832545
168.35028 - 84.17514,60,NA,34.0644829347,33.7448482373,33.9473524455,34.2068233862,34.4637462926
168.35028 - 84.17514,59,NA,34.0322454592,33.5671923205,33.9216102284,34.2092677718,34.4853300989
168.35028 - 84.17514,58,NA,34.0415882765,33.5331802838,33.8885456061,34.2109715667,34.4129508941
168.35028 - 84.17514,57,NA,34.0758468265,33.578584819,33.9357025331,34.2232385979,34.4617247059
168.35028 - 84.17514,56,NA,34.1251211242,33.5552239633,33.9832162069,34.2478012742,34.5545148793
168.35028 - 84.17514,55,NA,34.0770492735,33.6198528839,33.9065501289,34.1957847226,34.4398965999
168.35028 - 84.17514,54,NA,34.0592982111,33.5685946767,33.9180322521,34.2057640225,34.4651510397
168.35028 - 84.17514,53,NA,34.0663980526,33.6784415166,33.9290244051,34.1752264059,34.4165355357
168.35028 - 84.17514,52,NA,34.0898920894,33.649772402,33.9494034084,34.2586502428,34.4898268487
168.35028 - 84.17514,51,NA,34.0529388504,33.6353668814,33.8728485533,34.2263708482,34.4550183735
168.35028 - 84.17514,50,NA,34.0722024945,33.4671635233,33.9271304385,34.2109508351,34.4816025118
168.35028 - 84.17514,49,NA,34.0332542513,33.4432309733,33.9212130242,34.2175032019,34.4372119949
168.35028 - 84.17514,48,NA,34.069250081,33.6202225913,33.9375599972,34.2545724376,34.5154854439
168.35028 - 84.17514,47,NA,34.0648798619,33.5872775223,33.8598082679,34.2426556453,34.5082284628
168.35028 - 84.17514,46,NA,34.0454000469,33.6267774234,33.8437292297,34.2060529546,34.4820506697
168.35028 - 84.17514,45,NA,34.0965836763,33.5886875174,33.9764231356,34.3331744887,34.5323688689
168.35028 - 84.17514,44,NA,34.1152739634,33.5140783563,33.9017694612,34.2542595717,34.4673172068
168.35028 - 84.17514,43,NA,34.0005125125,33.5710487995,33.8477128604,34.1610818418,34.4451941836
168.35028 - 84.17514,42,NA,34.0553099705,33.543477796,33.9211155822,34.219196341,34.5531595714
168.35028 - 84.17514,41,NA,34.0352151107,33.2203081343,33.889688338,34.1975727634,34.5413202974
168.35028 - 84.17514,40,NA,34.0460967761,33.5178885715,33.8571186011,34.2031448278,34.560587733
168.35028 - 84.17514,39,NA,34.093585392,33.5491913226,33.883953441,34.3008101716,34.5838792882
168.35028 - 84.17514,38,NA,34.1109967795,33.4784643099,33.905819398,34.2062645465,34.5548337962
168.35028 - 84.17514,37,NA,34.0633076878,33.5234284078,33.8618283135,34.2849153382,34.5677823878
168.35028 - 84.17514,36,NA,34.1253848291,33.4956957462,33.9420654721,34.3146688757,34.6177140351
168.35028 - 84.17514,35,NA,34.0742558676,33.4316107066,33.8657818914,34.217572462,34.5555158641
168.35028 - 84.17514,34,NA,34.0542333892,33.6226788283,33.9014554481,34.248214634,34.6435772631
168.35028 - 84.17514,33,NA,34.090175163,33.4098813568,33.8502838511,34.3202390728,34.5903666198
168.35028 - 84.17514,32,NA,34.103045388,33.5535445479,33.9227614569,34.3714415148,34.6889450008
168.35028 - 84.17514,31,NA,34.0962283047,33.4345939256,33.8608191836,34.2977445173,34.6671403778
168.35028 - 84.17514,30,NA,34.0677052955,33.4109392568,33.8394986593,34.2888354403,34.6999666017
168.35028 - 84.17514,29,NA,34.1166958924,33.4010592596,33.9035823159,34.3389346251,34.7478148457
168.35028 - 84.17514,28,NA,34.0916056593,33.2745286704,33.8829784063,34.3094427477,34.6932463935
168.35028 - 84.17514,27,NA,34.1661992215,33.407211915,33.9362932399,34.3618008964,34.8003213351
168.35028 - 84.17514,26,NA,34.067836468,33.4387748306,33.8458461246,34.2694724209,34.626028062
168.35028 - 84.17514,25,NA,34.1331378487,33.3053242358,33.8742718268,34.3120871033,34.676430521
168.35028 - 84.17514,24,NA,34.0703243582,33.2872966154,33.8608730061,34.3038266679,34.7222164554
168.35028 - 84.17514,23,NA,34.1184954467,33.1469591887,33.7298810437,34.3301140539,34.8600969515
168.35028 - 84.17514,22,NA,34.1042943719,33.0932773485,33.7528235167,34.4147856529,34.670633021
168.35028 - 84.17514,21,NA,34.1095937361,33.2351486902,33.72966729,34.3465502708,34.7505459309
168.35028 - 84.17514,20,NA,34.135480488,32.8994378364,33.9033537126,34.3521950428,34.9176619075
168.35028 - 84.17514,19,NA,34.0807312217,33.1990254061,33.7308493256,34.3936583224,34.9287353378
168.35028 - 84.17514,18,NA,34.188066226,33.0899776772,33.8496188103,34.4391565856,34.9321419897
168.35028 - 84.17514,17,NA,34.1122268807,32.6793539473,33.6519642515,34.4273633954,34.9312134654
168.35028 - 84.17514,16,NA,34.057192205,33.0181697586,33.7758491993,34.3796970327,34.8970800861
168.35028 - 84.17514,15,NA,33.9560259666,32.8942467581,33.6843314306,34.3661924652,34.9478815572
168.35028 - 84.17514,14,NA,34.158914201,32.945022433,33.7534610544,34.4431059802,35.0985080757
168.35028 - 84.17514,13,NA,34.0651804287,33.0206867323,33.7942883973,34.4246520664,34.9639660209
168.35028 - 84.17514,12,NA,34.1261246535,32.3218127019,33.6277984747,34.5053620374,35.1111599611
168.35028 - 84.17514,11,NA,34.0743820879,32.2754796198,33.4713730029,34.6030385761,35.2474698253
168.35028 - 84.17514,10,NA,34.2365329246,31.9821619044,33.5334515604,34.7481864643,35.2947082396
168.35028 - 84.17514,9,NA,34.114415491,32.4871977215,33.5208132863,34.5550310398,35.4979263153
168.35028 - 84.17514,8,NA,34.2229485838,31.936778879,33.5990355534,34.7299318641,35.5639346773
168.35028 - 84.17514,7,NA,34.3392474362,31.8039989518,33.6159856764,34.9033721134,35.7835735963
168.35028 - 84.17514,6,NA,34.3931566334,31.4826675017,33.66562974,34.968976809,35.8003034097
168.35028 - 84.17514,5,NA,34.4159066295,30.2377516934,33.3985163374,35.0707620448,35.6195630803
168.35028 - 84.17514,4,NA,34.3691114848,29.1246315839,33.6628715098,35.0130740563,35.9463981776
168.35028 - 84.17514,3,NA,34.5789049112,32.1910303912,33.9134343164,35.3409980517,36.7087757509
84.17514 - 0,126,35.7889514939,35.5326507162,35.2164653029,35.4143127994,35.6256184288,35.7969043625
84.17514 - 0,125,NA,35.4912739946,35.2172795954,35.389594479,35.5833229012,35.7267332646
84.17514 - 0,124,NA,35.5083365793,35.1607346775,35.3544689406,35.5930675341,35.7840060024
