84.17514 - 0,123,NA,35.5154727778,35.1210805056,35.4023836261,35.6263508938,35.8017379559
84.17514 - 0,122,NA,35.4993834798,35.2103234363,35.4114206447,35.6162539871,35.7256150142
84.17514 - 0,121,NA,35.4891175575,35.194157411,35.3781935032,35.5969957834,35.7671025081
84.17514 - 0,120,NA,35.5114677056,35.2441635645,35.426527598,35.6257889169,35.74125494
84.17514 - 0,119,NA,35.5387546813,35.1251614597,35.3760701733,35.6564667387,35.7924951854
84.17514 - 0,118,NA,35.5228482474,35.3211985842,35.4327871737,35.6036738383,35.7668643424
84.17514 - 0,117,NA,35.4980346538,35.1869966512,35.3825672035,35.6020214936,35.8088377126
84.17514 - 0,116,NA,35.5219031639,35.2729522074,35.3802084269,35.6239489692,35.7637046065
84.17514 - 0,115,NA,35.491639131,35.2215296089,35.3957218253,35.5873253344,35.7155743128
84.17514 - 0,114,NA,35.5217408261,35.2118387211,35.4070153184,35.6186999591,35.7576539785
84.17514 - 0,113,NA,35.5304362986,35.2144761539,35.3719484883,35.6437008051,35.8576007732
84.17514 - 0,112,NA,35.4981537668,35.2076723254,35.4153449144,35.5945817318,35.8139042309
84.17514 - 0,111,NA,35.5196026333,35.178317346,35.4093163342,35.6272767613,35.8003620267
84.17514 - 0,110,NA,35.5076163873,35.1517424644,35.407457324,35.5792962015,35.7542182006
84.17514 - 0,109,NA,35.4951171009,35.212470774,35.3940112127,35.5793743334,35.7689990985
84.17514 - 0,108,NA,35.4532518128,35.167890569,35.3474306526,35.5724556189,35.7844462458
84.17514 - 0,107,NA,35.5092898209,35.2100095789,35.3877246767,35.5911577612,35.8134923692
84.17514 - 0,106,NA,35.5144484672,35.1474148896,35.4101034263,35.6051681307,35.7923408541
84.17514 - 0,105,NA,35.5449037916,35.2101969031,35.4223362352,35.6491285244,35.8047690458
84.17514 - 0,104,NA,35.4981141399,35.2249040537,35.3915228351,35.6153039827,35.8030387547
84.17514 - 0,103,NA,35.5139841442,35.0745949588,35.4193583045,35.604014544,35.8262627816
84.17514 - 0,102,NA,35.5146768385,35.0849481433,35.3602286431,35.6084877271,35.8088947628
84.17514 - 0,101,NA,35.5686120062,35.1933103269,35.4390692973,35.6616711795,35.8407523281
84.17514 - 0,100,NA,35.5020955513,35.2294187643,35.4141048892,35.6197649444,35.7957224031
84.17514 - 0,99,NA,35.484066678,35.1749791638,35.3851155407,35.611279787,35.8413149579
84.17514 - 0,98,NA,35.4602491682,35.1414063638,35.3808927548,35.5782860086,35.7504670258
84.17514 - 0,97,NA,35.4785539432,35.0788419989,35.3937781526,35.6086695094,35.8182640902
84.17514 - 0,96,NA,35.5588446097,35.1747853766,35.4234990441,35.6398392309,35.8581522825
84.17514 - 0,95,NA,35.468142265,35.1216436811,35.3708131887,35.5954734717,35.7773910347
84.17514 - 0,94,NA,35.4997167102,35.2079701919,35.4083086792,35.6029300973,35.8021897578
84.17514 - 0,93,NA,35.4851418672,35.2010706146,35.3956083436,35.6429899015,35.7824511541
84.17514 - 0,92,NA,35.4896740279,35.1612188147,35.376261982,35.5970360667,35.7792887599
84.17514 - 0,91,NA,35.5444388703,35.1969382258,35.4150256695,35.6375248212,35.7991553816
84.17514 - 0,90,NA,35.5215398864,35.2381881028,35.4025050511,35.6042955756,35.7951452864
84.17514 - 0,89,NA,35.5079843327,35.1794526007,35.3976023083,35.6218830768,35.7710709057
84.17514 - 0,88,NA,35.5428044995,35.2328496906,35.4406602487,35.6257480096,35.8445996117
84.17514 - 0,87,NA,35.5391773276,35.1138145132,35.4016468319,35.6170864667,35.792706263
84.17514 - 0,86,NA,35.535425772,35.1118997835,35.3587211481,35.6459662801,35.8431955512
84.17514 - 0,85,NA,35.5186957534,35.1878082671,35.394578136,35.6446527816,35.839987629
84.17514 - 0,84,NA,35.4877322939,35.0362253986,35.3711389065,35.6128634235,35.7809082271
84.17514 - 0,83,NA,35.5276271164,35.1706366162,35.3996969037,35.6298771288,35.8987036409
84.17514 - 0,82,NA,35.5232263718,35.0944582887,35.4083667347,35.6463138072,35.8481266044
84.17514 - 0,81,NA,35.5113310502,35.2903864717,35.4184004944,35.6327635168,35.8826093985
84.17514 - 0,80,NA,35.5122332356,35.1669618415,35.3861572207,35.6672345217,35.8493685166
84.17514 - 0,79,NA,35.5401298645,35.1739731836,35.4116822434,35.6320812123,35.8094912429
84.17514 - 0,78,NA,35.5444874185,35.204036445,35.4227958982,35.6430456228,35.8405329576
84.17514 - 0,77,NA,35.4889029145,35.0661854942,35.3855876542,35.6256541005,35.9173180632
84.17514 - 0,76,NA,35.5136950578,35.1608756023,35.3550886303,35.6166818329,35.8340181311
84.17514 - 0,75,NA,35.4913830612,35.0786413675,35.344071803,35.6136860019,35.831853288
84.17514 - 0,74,NA,35.5365161104,35.1628816225,35.4153710376,35.6453159822,35.8885698463
84.17514 - 0,73,NA,35.5094005714,35.0642414869,35.3980896907,35.6337278164,35.8503444867
84.17514 - 0,72,NA,35.5096945215,35.1388036802,35.3311997435,35.6115628053,35.8320141604
84.17514 - 0,71,NA,35.5376973029,35.1711124646,35.3623185089,35.6432581385,35.8595641357
84.17514 - 0,70,NA,35.49325898,35.0160121191,35.3678729987,35.6281651135,35.8693281843
84.17514 - 0,69,NA,35.543565621,35.0692295256,35.3975803082,35.6181770053,35.8338802831
84.17514 - 0,68,NA,35.463589341,34.92956178,35.3422844901,35.604113581,35.8521815428
84.17514 - 0,67,NA,35.5059153869,35.1143900574,35.3817570225,35.6521722327,35.8560780808
84.17514 - 0,66,NA,35.4826766622,35.080403672,35.3582241598,35.634115076,35.8841840101
84.17514 - 0,65,NA,35.507561468,35.1361969636,35.3962932608,35.6405630955,35.8921190899
84.17514 - 0,64,NA,35.6151517846,35.0553834318,35.3629424495,35.68138933,35.9033791952
84.17514 - 0,63,NA,35.4546932064,35.0997791024,35.3534753175,35.6465161391,35.8987384993
84.17514 - 0,62,NA,35.5506508494,35.1467865333,35.3989210467,35.6573252521,35.9204380851
84.17514 - 0,61,NA,35.5511235197,35.0642058722,35.4242169537,35.6921760661,35.88721093
84.17514 - 0,60,NA,35.5220088256,34.9847890456,35.3874173301,35.6565580198,35.8453140513
84.17514 - 0,59,NA,35.5313949039,34.9799164192,35.3663917591,35.6938938674,35.8981991299
84.17514 - 0,58,NA,35.5246532829,35.0358591463,35.3563986275,35.6852980531,35.9493122023
84.17514 - 0,57,NA,35.4657553981,35.0827611901,35.359755633,35.6290173303,35.9461677938
84.17514 - 0,56,NA,35.4774970273,35.0932584526,35.3650277454,35.6288200584,35.9565200063
84.17514 - 0,55,NA,35.5060655479,35.1043838333,35.3439221008,35.6534709852,35.8268935044
84.17514 - 0,54,NA,35.5329514401,35.2083384492,35.407933964,35.6994329534,35.8816727013
84.17514 - 0,53,NA,35.5359116249,35.0658987136,35.4099772514,35.6389243792,35.8966962221
84.17514 - 0,52,NA,35.490364253,35.1038693255,35.3266468389,35.6530677261,35.8653777847
84.17514 - 0,51,NA,35.5561886204,35.0195438803,35.3509527913,35.71721297,35.9291017308
84.17514 - 0,50,NA,35.5060529822,35.0853850915,35.3094046592,35.6775176253,35.9181643137
84.17514 - 0,49,NA,35.5810356509,35.1447523016,35.4068990941,35.7197896077,35.9742198526
84.17514 - 0,48,NA,35.5318606383,35.0143578566,35.3499811392,35.739540177,35.9652346589
84.17514 - 0,47,NA,35.5551313332,34.9571718376,35.3602554663,35.6603058353,35.9440376272
84.17514 - 0,46,NA,35.5101331097,35.0705837516,35.3533752049,35.6893119244,35.9894972951
84.17514 - 0,45,NA,35.5791814535,34.8148512405,35.392660955,35.7340630628,35.9995964029
84.17514 - 0,44,NA,35.4725053267,34.9529001093,35.3405365083,35.6906275464,35.9897031839
84.17514 - 0,43,NA,35.561090479,34.9054596386,35.3595046722,35.7272182355,36.0625078548
84.17514 - 0,42,NA,35.549067118,34.9852410846,35.3565865986,35.7296677924,35.9907475341
84.17514 - 0,41,NA,35.4766678475,35.0084778885,35.2953762052,35.6433602776,35.9994823856
84.17514 - 0,40,NA,35.5058709733,34.7440369485,35.2817617769,35.7445756629,35.9553706359
84.17514 - 0,39,NA,35.4906486429,35.0114705613,35.3319933946,35.6677391946,35.9567397443
84.17514 - 0,38,NA,35.4782261245,34.8964027746,35.2969550739,35.6893287856,36.0472442484
84.17514 - 0,37,NA,35.5567260018,34.9037133471,35.3845980205,35.7024824152,35.9467330894
84.17514 - 0,36,NA,35.5634819108,34.9876014966,35.3306000272,35.792770358,36.0556837035
84.17514 - 0,35,NA,35.4842178643,35.0013583165,35.2610112123,35.7188460572,36.014109242
84.17514 - 0,34,NA,35.5374504114,34.9124646434,35.4045669048,35.790160338,36.196931955
84.17514 - 0,33,NA,35.5051020512,34.9227893319,35.3048865697,35.6957767801,36.1501287347
84.17514 - 0,32,NA,35.4968155266,34.9183239872,35.2893156876,35.7218010017,36.0651441969
84.17514 - 0,31,NA,35.4845960873,34.8437656665,35.3309010974,35.7146344568,36.0534257049
84.17514 - 0,30,NA,35.5651837303,34.9056051567,35.3879547706,35.7628240528,36.0696842156
84.17514 - 0,29,NA,35.5355605962,34.8127550009,35.1735815471,35.7167735861,36.1420712668
84.17514 - 0,28,NA,35.4516885661,34.7234268657,35.233115406,35.6574866149,36.0690957844
84.17514 - 0,27,NA,35.5082758168,34.7581335099,35.1733145955,35.7268909951,36.1917945518
84.17514 - 0,26,NA,35.51563064,34.5815742133,35.2960159081,35.8151245257,36.11492305
84.17514 - 0,25,NA,35.473323875,34.7914828209,35.2238077488,35.7539786191,36.1305026654
84.17514 - 0,24,NA,35.5670132469,34.718888917,35.297135207,35.8386892283,36.2039726734
84.17514 - 0,23,NA,35.5273956465,34.7501872928,35.242960405,35.7376048263,36.1354235302
84.17514 - 0,22,NA,35.5516219906,34.7331939397,35.2429597411,35.8629906578,36.3581315805
84.17514 - 0,21,NA,35.58427484,34.693221068,35.3418422224,35.8275596691,36.1846460605
84.17514 - 0,20,NA,35.5827114267,34.3365509841,35.3442535832,35.8105765583,36.2500383185
84.17514 - 0,19,NA,35.5259676579,34.5179845969,35.1564920412,35.8379245352,36.3399450842
84.17514 - 0,18,NA,35.5938698414,34.3887352888,35.2013427548,35.7876215451,36.1735628556
84.17514 - 0,17,NA,35.5375178638,34.7312581843,35.2386567349,35.8107147647,36.3574169489
84.17514 - 0,16,NA,35.6073820658,33.7792906194,35.0725162379,35.8757339959,36.3339822331
84.17514 - 0,15,NA,35.3511790106,34.2151252322,35.088787398,35.8766243052,36.2659029911
84.17514 - 0,14,NA,35.4889771576,34.2152902163,35.1005137309,35.8822398529,36.4842344861
84.17514 - 0,13,NA,35.603299778,34.188135859,35.1701544252,35.9466190548,36.3579844897
84.17514 - 0,12,NA,35.5177949712,34.3530905574,35.1811911856,35.9732145237,36.4999382177
84.17514 - 0,11,NA,35.6026231466,34.1433357824,35.3267300234,35.9800747398,36.6599587364
84.17514 - 0,10,NA,35.6843551024,33.9122643892,35.1567188264,36.0754657326,36.8588819969
84.17514 - 0,9,NA,35.5396030629,33.3163160782,35.0282154972,36.0350297393,36.7460977168
84.17514 - 0,8,NA,35.6621051859,33.6751623436,34.9010485612,36.1039815897,36.8004588495
84.17514 - 0,7,NA,35.7319619978,33.867345054,35.1649877294,36.2004548341,36.8497117336
84.17514 - 0,6,NA,35.6473009257,32.2362711199,34.9266180421,36.245327494,36.9469772937
84.17514 - 0,5,NA,35.8139683012,31.6428908014,35.1027089436,36.4908610593,37.2493988727
84.17514 - 0,4,NA,35.6674506393,29.8181231056,34.7854965926,36.4211332462,37.2324297344
84.17514 - 0,3,NA,35.838078504,23.730265628,35.1681223384,36.5278076999,37.4049852517
168.35028,3,33.6677768918,23.3868342038,0,21.465032761,33.6677768918,33.6677768918
0,14,36.5817299661,34.0914335335,31.456543248,33.56400516,34.7070197478,35.4982126689
0,13,NA,34.144516307400004,31.0436721303,33.4143460086,34.6708503501,35.3478635661
0,12,NA,34.2828946501,31.2153419444,33.3611265583,34.8601329525,35.4319534899
0,11,NA,34.0748483426,31.9408382263,33.3262382381,34.7742480503,36.0014983072
0,10,NA,34.3864057966,31.0336879222,33.4431472252,35.1319636167,35.8738918851
0,9,NA,34.362126714,29.6552894755,32.7786567049,35.4299479674,36.5509984383
0,8,NA,34.164296997,29.9252122811,32.8598821088,35.318136368,36.7280449361
0,7,NA,34.666434155,27.8616297714,33.0543924885,35.0951532547,36.7177329972
0,6,NA,34.3280940089,29.1395829874,33.9035391421,36.3918368475,36.8274745728
0,5,NA,33.1836765254,25.2456189787,32.8280167277,36.5586934098,36.9557644898
0,4,NA,36.381523139,24.2778344362,30.761325331,36.6165694642,37.0885309126
0,3,NA,36.4481340752,24.0639920114,33.042600046,36.7149947015,37.1259563321
168.35028,2,31.1012757887,0,0,0,31.1012757887,31.1012757887
0,14,36.5817299661,33.9128519763,31.7270969971,33.4117368689,34.6907338559,35.8480402476
0,13,NA,34.0725165959,31.516333564,33.6022069537,34.6702349442,35.6155390954
0,12,NA,34.2725668731,31.3595153406,33.5093818394,34.9098521783,35.7747729398
0,11,NA,34.1542271419,31.034936112,33.3799028547,34.7265664047,35.8782663812
0,10,NA,34.1025648388,30.9124813992,33.2223368794,34.9638169236,35.8839423037
0,9,NA,34.3321683418,31.3612683829,33.5396369489,34.7668325984,36.1501583908
0,8,NA,34.0191397841,29.7227610103,32.859867839,35.2341105706,36.5862715003
0,7,NA,33.9042994227,27.677414464,32.7525665632,34.9559713465,36.7521391825
0,6,NA,34.1671607933,29.0908280597,33.755466188,36.3261686604,36.7678392027
0,5,NA,36.1156868487,27.3453238185,32.833157995,36.6166532243,36.8565973392
0,4,NA,36.3874996976,21.2962974747,30.5708951628,36.6721608003,37.0240798578
0,3,NA,36.4213569771,23.627702462,35.9307373669,36.6996839222,37.0300388563
168.35028,3,31.6521907752,21.1051649304,0,20.7341838591,21.465032761,31.6521907752
0,14,36.5817299661,34.1530899553,32.6429365371,33.4735307003,34.6348078162,35.467068631
0,13,NA,34.2322339746,31.1232604707,33.1717367039,34.6995613981,35.7303360123
0,12,NA,34.2061729528,32.2329963407,33.3446860659,34.7471891798,35.5099013607
0,11,NA,34.2429264506,30.549469506,33.1403711325,35.0849971098,35.8918974488
0,10,NA,34.1799750825,31.4462235942,33.22370165,35.008628612,36.3063334512
0,9,NA,34.4731262068,30.3432695357,33.5278146835,35.4375709391,36.2137896652
0,8,NA,34.1614964211,28.6024649255,32.8012341711,35.3540529212,36.7167445823
0,7,NA,34.7461205044,29.5408588707,33.0559957302,35.0147909844,36.7248436651
0,6,NA,34.1518020746,29.1542890131,33.933785531,36.1560902546,36.834741256
0,5,NA,33.1510556907,25.512803178,32.7507670343,36.551687441,36.935922333
0,4,NA,36.5043435319,18.4662364411,30.916380359,36.7306747875,36.987282902
0,3,NA,36.5517738846,24.0413725117,36.0251333544,36.8436446044,37.2337932342
168.35028,2,31.1012757887,0,0,0,31.1012757887,31.1012757887
0,14,36.5817299661,34.2070523761,31.4925661798,33.6602949004,34.6727598248,35.5581020979
0,13,NA,34.2042016206,31.3908289554,33.2188424423,34.6935512891,35.3652046883
0,12,NA,34.248889157,32.0257610653,33.5427369811,34.8796242004,35.5833243281
0,11,NA,34.0763563912,31.1002706513,33.2274495841,35.0766424137,35.9302924233
0,10,NA,34.1392672023,30.3744855122,33.2742169968,34.9605727883,35.9292631639
0,9,NA,34.0190676249,30.8232811667,32.9077893814,34.6453225801,36.166665183
0,8,NA,33.8422227556,29.8426573426,32.6872923606,35.1134496124,36.549363546
0,7,NA,34.7561241273,29.5592408276,33.1127929065,35.045183447,36.7150770445
0,6,NA,34.1071619581,26.8171549716,32.0270981074,36.4005936465,36.7600855973
0,5,NA,33.4099974837,25.308313918,32.6951244723,36.6351949308,36.9223738077
0,4,NA,36.4042664353,18.3378769493,30.6971363281,36.718060816,37.0188928702
0,3,NA,36.4089576279,24.0975167269,35.798209469,36.8023050974,37.2574166656
168.35028 - 134.680224,15,33.1478793267,30.9546492085,29.3357113981,30.2724778032,31.5851192853,32.3559599218
168.35028 - 134.680224,14,NA,31.0131493684,28.2294658529,30.3319071315,31.5978997809,32.36271788
168.35028 - 134.680224,13,NA,30.9615802269,28.6871629786,30.3305482674,31.5547438024,32.6399696986
168.35028 - 134.680224,12,NA,31.1884033311,28.3688102403,30.5350987768,31.7048083341,32.4230755167
168.35028 - 134.680224,11,NA,31.3487002215,27.9292695865,30.5282753444,31.9370200383,32.7002654365
168.35028 - 134.680224,10,NA,31.0511670841,27.9774224999,30.4868617005,32.0041644257,32.9441374512
168.35028 - 134.680224,9,NA,30.8722943771,28.3961239274,30.1892540072,31.6675309776,33.0821756033
168.35028 - 134.680224,8,NA,31.4816772971,27.3677027925,30.6224860553,32.2563323025,33.2501402919
168.35028 - 134.680224,7,NA,31.3649821318,26.513373219000002,30.1700669536,32.1783577353,33.8868779256
168.35028 - 134.680224,6,NA,31.7350726504,26.0849673584,30.225988226,32.8376299426,34.0228094691
168.35028 - 134.680224,5,NA,31.5236033879,26.4377462386,29.9314473135,33.218441403,34.3519297224
168.35028 - 134.680224,4,NA,32.6601534258,26.3153951711,28.5999514003,33.3723867653,34.5290046597
168.35028 - 134.680224,3,NA,32.7481970611,21.0924021184,31.8422816572,34.0440982429,35.1551015918
134.680224 - 101.010168,27,34.087793346,32.8400689323,31.7270282954,32.4954504261,33.2570093029,33.7623428111
134.680224 - 101.010168,26,NA,33.0447182272,31.9358631294,32.641769541,33.2539139459,33.6365804928
134.680224 - 101.010168,25,NA,32.7102024075,31.8731284596,32.3406499772,33.0861965677,33.7473316286
134.680224 - 101.010168,24,NA,32.845861069,31.6808936365,32.5568128674,33.1688562163,33.667282107
134.680224 - 101.010168,23,NA,32.795583787,31.8886378209,32.4466526995,33.0972751527,33.7371838647
134.680224 - 101.010168,22,NA,32.8835598665,31.5614862354,32.4041713056,33.2892485958,33.8415645976
134.680224 - 101.010168,21,NA,32.7679221712,31.4325847121,32.3709994264,33.1218374083,33.7066519236
134.680224 - 101.010168,20,NA,32.9960002296,31.4087727984,32.5916519183,33.3331021153,33.8228012755
134.680224 - 101.010168,19,NA,32.8444535692,31.1897599731,32.2705639586,33.3826022283,33.9259354572
134.680224 - 101.010168,18,NA,33.0166097596,31.5484282044,32.4494261502,33.4455101162,34.1094508763
134.680224 - 101.010168,17,NA,32.9547810455,31.6094798835,32.5109258592,33.3968945004,33.9824174008
134.680224 - 101.010168,16,NA,32.9762860873,31.5671858082,32.3422596101,33.3254825795,34.1229566918
134.680224 - 101.010168,15,NA,32.8380271733,31.2637795855,32.3743236996,33.4115035871,33.9534655106
134.680224 - 101.010168,14,NA,32.8986691137,31.1530749487,32.2712676773,33.3651836347,33.8759986359
134.680224 - 101.010168,13,NA,32.9118135954,30.604476401,32.2746659528,33.3524891543,34.0945757657
134.680224 - 101.010168,12,NA,33.0465971837,31.1250111775,32.4476852679,33.535166807,34.26974881
134.680224 - 101.010168,11,NA,32.6174817435,30.1477782255,31.7905794444,33.4659193122,34.4558080547
134.680224 - 101.010168,10,NA,32.8744820486,30.3425818835,32.0843975484,33.5555415343,34.3845260534
134.680224 - 101.010168,9,NA,33.2151146921,30.4672657974,32.2895451879,33.8281664604,34.7092247433
134.680224 - 101.010168,8,NA,33.0653334989,30.0024956327,32.2049100139,33.779670981,34.9050911467
134.680224 - 101.010168,7,NA,32.6753852826,28.3955320942,31.9328356784,33.4133805505,34.8755072028
134.680224 - 101.010168,6,NA,33.0651288913,28.676409678,31.8142625954,34.1488830141,35.5389489084
134.680224 - 101.010168,5,NA,33.4860875136,29.4408176009,31.4563262643,34.351167251,35.5300674065
134.680224 - 101.010168,4,NA,33.7540142069,27.3331979606,32.3087561893,34.8111449383,35.7650176468
134.680224 - 101.010168,3,NA,33.6082716549,22.3082060124,32.8764336299,34.833264396,36.281208026
101.010168 - 67.340112,78,35.021481082,34.5563239821,34.2856520981,34.4701341269,34.6654826294,34.8282916708
